text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_back_translated
"Perfect.  Raise your what?  I put your bag outside.  So, what I want you to do in your journals today [inaudible] – we got our date. Quick question, okay?  Why do we find volume?  Why is it important?  I believe Student M asked it yesterday. Somebody asked it yesterday.",teacher,49,1,,,0.0,مثالي. ارفع ماذا؟ وضعت حقيبتك بالخارج. لذا، ما أريدك أن تفعله في مذكراتك اليوم [غير مستمع]  لدينا موعدنا. سؤال سريع، حسنا؟ لماذا نجد حجم؟ لماذا هو مهم؟ أعتقد أن الطالب M سأل ذلك أمس. شخص ما سأل ذلك أمس.,"So, what I want you to do in your diary today [inaudible] is we have our appointment. quick question, okay? why do we find the volume? why is it important? I think student M asked that yesterday. someone asked that yesterday."
Student C.,student,2,0,,,,الطالب (ج),The student (c)
Student C.  She said why do we have to do this?  What’s the point?  We talked about it a little bit.  But now that you’ve played and built some boxes – why would people have to know how to find volume?  Why do we create a formula for this?,teacher,49,1,,,1.0,الطالب سي. قالت لماذا يجب أن نفعل هذا؟ ما الفائدة؟ تحدثنا عن ذلك قليلا. ولكن الآن بعد أن تلعب وتبني بعض الصناديق  لماذا يجب أن يعرف الناس كيفية العثور على الصوت؟ لماذا نخلق صيغة لهذا؟,Student C. said why should we do this? what is the use? we talked about it a little bit. but now that you've played and adopted some boxes why should people know how to find sound? why do we create a formula for this?
Be –,student,2,0,,,,كوني,Be yourself.
Student F?,teacher,2,0,,,0.0,الطالب (ف) ؟,The student (f) ?
We have to really –,student,5,0,,,,علينا حقاً,We really should.
"Wait, no, no, don’t tell me.  You’re gonna write it in your journal, just a sentence or two or three. Can you use a pencil, Student J?",teacher,27,0,0.0,,0.0,مهلاً، لا، لا، لا تخبرني، ستكتبين ذلك في مذكراتك، جملة أو جملتين أو ثلاث، أيمكنك استخدام قلم رصاص، يا طالب (جي) ؟,"Wait, no, no, don't tell me, you'll write that in your diary, a sentence or two or three sentences, can you use a pencil, or student (s)?"
Mine broke.,student,2,0,,,,لقد تعطلت لي,It's disabled for me.
All right.  What ideas did you come up with?  Who can tell me something?  Student J?,teacher,16,0,,,1.0,حسناً، ما هي الأفكار التي أتيت بها؟,"Well, what ideas did you come up with?"
"Oh, I said [supported the found] volume, because sometimes you need to fill things up with something of a certain size and you need to [inaudible] it down and that you measure the volumes in there, so I know how much fits in it.",student,44,3,,1.0,,قلت [دعم حجم العثور] ، لأن أحيانا تحتاج إلى ملء الأشياء بشيء من حجم معين و تحتاج إلى [غير مسموع] إلى أسفل و أن تقيس الحجم هناك ، لذلك أنا أعرف كم يناسب في ذلك.,"I said [support find size], because sometimes you need to fill things up with something of a certain size and you need to [unheard of] down and measure the size there, so I know how much that fits."
"Okay.  Ooh, that’s [one].  We need to fill up things and you guys had boxes right?",teacher,16,0,1.0,,0.0,حسناً، هذا واحد، يجب أن نملأ الأشياء وكان لديكم صناديق، صحيح؟,"Well, this one, we have to fill things up and you had boxes, right?"
Yeah.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"You need to fill boxes up at times, right?  And we talked kind of about like packing companies, like our little boxes, Amazon.com, different shipments like that.  Why else, Student M?",teacher,31,0,,,1.0,تحتاج إلى ملء الصناديق في بعض الأحيان، صحيح؟ و تحدثنا نوعا ما عن مثل شركات التعبئة، مثل الصناديق الصغيرة لدينا، Amazon.com، شحنات مختلفة مثل ذلك. لماذا غير ذلك، الطالب M؟,"And we kind of talked about stuffing companies, like our little boxes, Amazon.com, various shipments like that."
"So, if we’re gonna, like, build a house or something, we can kind find, like, the least amount of stuff to have the biggest amount of space inside of it.",student,30,0,,0.0,,لذا، إذا كنا سنبني منزل أو شيء من هذا القبيل، يمكننا أن نجد، نوعا ما، أقل كمية من الأشياء التي لديها أكبر كمية من المساحة داخل ذلك.,"So, if we're going to build a house or something like that, we can find, sort of, a smaller amount of stuff that has the largest amount of space inside it."
What do you mean?,teacher,4,0,0.0,,1.0,ما الذي تعنيه؟,What do you mean?
"Like, say you’re building a house and, like, if you could find the surface area, but not just because it’s a big surface area, it doesn’t mean it has a big volume.  So, maybe, you could have like a small surface area, but a big volume.",student,46,8,,1.0,,على سبيل المثال، لنفترض أنك تبني منزل و، على سبيل المثال، إذا كنت تستطيع العثور على المساحة السطحية، ولكن ليس فقط لأنه مساحة كبيرة السطحية، هذا لا يعني أنه لديه حجم كبير. لذلك، ربما، قد يكون لديك مثل مساحة سطح صغيرة، ولكن حجم كبير.,"For example, let's say you're building a house and, for example, if you can find the surface area, but not just because the surface area is large, that doesn't mean it has a large volume."
"Okay.  That’s a different idea.  She’s taking it – comparing it to surface area.  We talked about surface areas when we measure the whole outside, not the inside.",teacher,28,6,1.0,,0.0,حسناً، هذه فكرة مختلفة، إنها تأخذها مقارنة مع المساحة السطحية، تحدثنا عن المساحة السطحية عندما نقيس الكل من الخارج، وليس من الداخل.,"Well, that's a different idea, it takes it in comparison to the surface area, we talked about the surface area when we measure everything from the outside, not from the inside."
"Like, you could have a bigger surface area because the volume –but the same volume.  I’m not really sure if that’s true, but –",student,24,4,,1.0,,مثل، يمكن أن يكون لديك مساحة مسطح أكبر لأن الحجم  ولكن نفس الحجم. أنا لست متأكدة حقاً إذا كان هذا صحيحاً، ولكن ,"For example, you could have a larger flat area because the size but the same size."
"Okay.  So, maybe, that’s something we can work on and figure out.  What do you think, Student J?",teacher,18,0,0.0,,1.0,حسناً، ربما يمكننا أن نعمل على ذلك ونكتشف ما رأيك يا طالب (جي) ؟,"Well, maybe we can work on that and find out what you think, student (s)?"
"I think it’s important to have volume, because you’re not always going to have boxes and cubes to fill it up and find it.  So, you’re just gonna know how to use it.",student,33,2,,0.0,,أعتقد أنه من المهم أن يكون لديك حجم، لأنك لن يكون لديك دائما صناديق ومكعبات لملئها وإيجادها. لذلك، سوف تعرف فقط كيفية استخدامه.,"I think it's important to have size, because you won't always have boxes and cubes to fill and find."
"Nice, so I’m gonna write that up here.  You can’t always use cubes, right?",teacher,14,1,1.0,,0.0,حسناً، سأكتب هذا هنا، لا يمكنك استخدام الكوبات دائماً، صحيح؟,"Well, I'll write this down here, you can't always use cups, right?"
Yeah.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"If I give you guys a test and I say what is the volume of this box – and I actually made a quick box.  Well, I didn’t make it yet.  I have the pattern.  I have it right here.  And I say, what is the volume of this box?  Should you all have to run to the back of the classroom and grab a bin of cubes?",teacher,68,3,,,0.0,إذا أعطيتكم اختباراً وقلت لكم كم حجم هذا الصندوق و صنعت صندوقاً سريعاً. حسناً، لم أفعل ذلك بعد. لدي النمط. لديّه هنا. وقلت لكم، كم حجم هذا الصندوق؟ هل يجب عليكم جميعاً الركض إلى الجزء الخلفي من الفصل الدراسي,"If I gave you a test and told you how big this box was, and I made a quick box. Well, I haven't done that yet. I have the pattern. I have it here. And I told you, how big this box is? should you all run to the back of the classroom?"
No.,multiple students,1,0,,,,-كلا .,"- No , not at all ."
Why?  Student U?,teacher,3,0,,,1.0,لماذا، الطالب؟,"Why, student?"
Because there’s a formula to it.,student,6,0,,,,لأن هناك صيغة لذلك,Because there's a formula for that.
"Yeah.  If all of a sudden you’re at Home Depot and you buy a box and you need to know how big it is, are you gonna be able to have cubes?",teacher,32,1,0.0,,0.0,"أجل، إذا كنت فجأة في ""هوم ديبو"" وتشتري صندوقًا وتحتاج إلى معرفة حجمها، هل ستتمكن من الحصول على مكعبات؟","Yes, if you were suddenly at the Home Depot and bought a box and needed to know its size, would you be able to get the cubes?"
No.,student,1,0,,,,-كلا .,"- No , not at all ."
No.  And is everything that we put inside boxes always going to be the same size as the cubes?,teacher,19,1,,,0.0,كلا، وهل كل ما نضعه داخل الصناديق سيكون دائماً بنفس حجم الكوبات؟,"No, and will everything we put inside the boxes always be the same size as the cups?"
No.,student,1,0,,,,-كلا .,"- No , not at all ."
"No.  So, that’s actually what Student J said, kind of with the measurements.  If you’re putting bigger things into boxes, you’re not gonna be able to fit as much, right?  So, yesterday, Teacher S started us off with a formula for this, right?  And what did Teacher S say we had to do. Student S?",teacher,55,1,,,0.0,لا، هذا ما قاله الطالب جي، نوعا ما مع القياسات. إذا كنت تضع أشياء أكبر في صناديق، لن تكون قادرة على تناسب الكثير، أليس كذلك؟ إذن، أمس، المعلم S بدأ بنا مع صيغة لهذا، أليس كذلك؟ وماذا قال المعلم S علينا القيام به. الطالب S؟,"If you put bigger things in boxes, you won't be able to fit a lot, will you? So, yesterday, Teacher S started us with a formula for this, right? and what did Teacher S say we should do?"
She said that when we’re gonna find an area that [inaudible] times it.,student,13,1,,0.0,,قالت ذلك عندما نجد منطقة تُضاعفها,She said that when we found an area to double it.
"[Inaudible], she said we’re gonna find the area.  Did she say we were gonna find the area of the whole thing?",teacher,21,3,1.0,,0.0,قالت أننا سنعثر على المنطقة هل قالت أننا سنعثر على المنطقة بأكملها؟,Did she say we'd find the whole area?
No.,student,1,0,,,,-كلا .,"- No , not at all ."
