text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_back_translated
"Okay.  So hopefully it’s on, working.  We have a test coming up next week.  What have we been learning about?",teacher,20,0,,,0.0,حسناً، آمل أنه يعمل، لدينا اختبار في الأسبوع المقبل، ما الذي كنا نتعلم عنه؟,"Well, I hope it works, we have a test next week, what were we learning about?"
Multiplication as a strategy in division.,student,6,2,,,,المضاعفة كاستراتيجية في التقسيم,Doubling as a strategy in splitting up
Using multiplication as a strategy in division.  Student M?,teacher,9,2,1.0,,0.0,باستخدام المضاعفة كاستراتيجية في التقسيم,Using multiplication as a dividing strategy
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
Right.  Division.  Using the hangman method for division.,teacher,8,2,,,0.0,صحيح، التقسيم، باستخدام طريقة المشنق للتقسيم,"Right, division, using the hanging method of division."
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
I can’t hear you.  Can you speak up.,teacher,8,0,,,0.0,لا أستطيع سماعك هل يمكنك التحدث بصوت أعلى,I can't hear you. Can you speak louder?
"Multiplication, to see if [inaudible].",student,5,1,,,,مضاعفة، لمعرفة ما إذا كان [غير مسموع].,"Double, to see if it is [unheard]."
Okay.  Using similar problems to help you solve unknown problems in multiplication.,teacher,12,2,1.0,,0.0,حسناً، استخدام مشاكل مماثلة لمساعدتك على حل مشاكل مجهولة في المضاعفة,"Well, using similar problems to help you solve unknown problems in multiplication."
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
To break it down.  Break what down?,teacher,7,0,,,0.0,لتحطيمها، تحطيم ماذا؟,"To destroy it, to destroy what?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"Break the big number apart into smaller, more accessible numbers, right?",teacher,11,0,,,0.0,قم بتقسيم الرقم الكبير إلى أرقام أصغر ويمكن الوصول إليها أكثر، صحيح؟,"Divide the big number into smaller numbers that are more accessible, right?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"Using the [inaudible.]  I can see you guys are clearly noticing my chart up here.  All right.  So we’re going to start off with working on 21 x 12, and we’re going to review some of the methods we have already learned.  Who can help me draw this array so we can break it down?  Or who can tell me how we’re going to break it down?  Student E?  Any ideas.",teacher,71,1,,,1.0,باستخدام [الجهاز غير السمعي] أستطيع أن أرى أنكم تلاحظون بوضوح الرسم البياني الخاص بي هنا. حسناً. لذا سوف نبدأ بالعمل على 21 × 12، وسنقوم بمراجعة بعض الأساليب التي تعلمناها بالفعل. من يمكنه مساعدتي في رسم هذا الترتيب حتى نتمكن من تقسيمه؟ أو من يمكنه أن يخبرني كيف سنقوم بتقسيمه؟ الطالب E؟ أي أفكار.,"So we're going to start working on 21 × 12, and we're going to review some of the methods we've already learned. who can help me draw this order so we can divide it? or who can tell me how we're going to divide it? student E? any ideas."
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
Does it matter which way I go in this?  All right.  This looks like the slightly smaller side.  We’ll do 10 into –.  So where should I put my 10?  Where should I put my 2? Student J?,teacher,38,0,,,0.0,هل يهم في أي طريق أذهب في هذا؟ حسناً. هذا يبدو مثل الجانب الأصغر قليلاً. سنقوم بـ 10 في . إذاً أين أضع 10؟ أين أضع 2؟ الطالب J؟,"Does it matter which way I go in this? Well, that sounds like the slightly smaller side. We're going to do 10 in. So where do I put 10? Where do I put 2? Student J?"
You put your 10 [inaudible] going down.,student,7,0,,,,أنت وضعت عشرة [غير مسموع] الذهاب إلى أسفل.,You put ten [unheard of] going down.
Okay.  So 10 going down.  What does this 10 and 2 represent?,teacher,12,0,1.0,,0.0,حسناً، إذاً 10 ينخفض، ماذا يمثل هذا 10 و 2؟,"Okay, so 10 goes down, what does this 10 plus 2 represent?"
10 times 2?,student,3,0,,,,10 × 2 ؟,10 × 2 ?
Nope.  Not 10 times 2.,teacher,5,0,,,0.0,لا، ليس 10 × 2,"No, not 10 × 2"
12.,student,1,0,,,,12,12  12 
The 12.  Where am I getting the 12 from?  Student M?  They can’t necessarily see you point so you’re going to need to be a little louder.,teacher,27,0,,,0.0,12 من أين أحصل على 12؟ الطالب M؟ لا يمكنهم بالضرورة أن يروا أنك تشير لذلك سوف تحتاج إلى أن تكون بصوت أعلى قليلا.,"12 Where do I get 12? Student M? They can't necessarily see that you're pointing, so you'll need to be a little louder."
From the board up top.,student,5,0,,,,من اللوحة من الأعلى.,From the painting from above.
"Okay, from the equation, the 12 here, we now have 10 and 2? All right.  What do I need to do to the rest of the array?",teacher,27,2,0.0,,0.0,حسناً، من المعادلة، 12 هنا، لدينا الآن 10 و 2، حسناً، ماذا علي أن أفعل لبقية الترتيب؟,"Well, from the equation, 12 here, we now have 10 and 2, well, what do I do with the rest of the sequence?"
Break down [inaudible].,student,3,0,,,,تفكّر [غير مسموع].,Think [unheard of].
