text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_back_translated
Okay.  Let’s begin.  Objective reader.  Who’s my objective reader?  Student E?  Go ahead and read the math objectives for today.,teacher,20,0,,,0.0,حسناً، دعونا نبدأ. القارئ المستهدف. من هو القارئ المستهدف؟ الطالب إيه؟ إذهب وقرأ أهداف الرياضيات اليوم.,"All right, let's start. target reader. who is the target reader? student A? go and read today's math goals."
[Inaudible],student,1,0,,,,[غير مسموع],[Unheard of]
"Okay, now, use a voice in which we can all hear you.  So go back and read it again using a big boy voice.",teacher,24,0,,,0.0,حسناً، الآن، استخدم صوتاً يمكننا سماعك جميعاً، لذا عد وأقرأه مرة أخرى باستخدام صوت صبي كبير.,"Well, now, use a voice we can all hear, so count it down and read it again using the voice of a big boy."
Students will be able to find the simplest form of fractions. Students will be able to explain their solutions to a partner.,student,22,2,,0.0,,سيتمكن الطلاب من العثور على أبسط شكل من أشكال الكسور. سيتمكن الطلاب من شرح حلولهم إلى شريك.,Students will be able to find the simplest form of fractures and explain their solutions to a partner.
Much better.  Okay.  I’m going to put a fraction on the board. I want you to put that fraction in its simplest form. [Whispering in Spanish],teacher,26,2,1.0,,0.0,أفضل بكثير. حسناً، سأضع جزءاً على اللوحة. أريدك أن تضع هذا الجزء في أبسط شكله.,"Well, I'm going to put a piece on the board, and I want you to put that piece in its simplest form."
Forty.  Forty.  [Inaudible],student,3,0,,,,أربعين، أربعين.,"Forty, forty."
"When you have figured it out, raise your hand.  And I want you to share how you figured out how to get the simplest form of a fraction.  You’re making it bigger.  Is that what simple means?  What does simple mean?  To make it bigger or smaller?",teacher,47,1,,,1.0,عندما تكتشف ذلك، ارفع يديك. وأريدك أن تشارك كيف اكتشفت كيفية الحصول على أبسط شكل من الكسور. أنت تجعلها أكبر. هل هذا ما يعني بسيط؟ ماذا يعني بسيط؟ تجعله أكبر أو أصغر؟,"When you find out, raise your hands. And I want you to share how I found out how to get the simplest form of fracture. You make it bigger. Does that mean simple? What does that mean simple? make it bigger or smaller?"
Smaller.,student,1,0,,,,أصغر,Smaller and smaller.
"Okay.   Student L, how did you get the simplest fraction?",teacher,10,1,,,1.0,حسناً، الطالب (إل) ، كيف حصلت على أبسط جزء؟,"Well, student (L), how did you get the simplest part?"
Ten goes into eighty eight times and then ten goes into 200 twenty times.,student,14,0,,0.0,,عشرة تذهب إلى ثمانين وثمانين مرة ثم عشرة تذهب إلى مائة وعشرين مرة.,Ten goes to eighty-eight times and then ten goes to one hundred and twenty times.
So then what ended up being your fraction?,teacher,8,1,0.0,,0.0,إذاً ما الذي أصبح جزءك؟,So what became part of you?
[Eight.],student,1,0,,,,[ثمانية.],[Eight.]
So that’s one possible answer.  What’s another answer?  Student M?,teacher,10,0,,,0.0,إذاً هذا واحد من الإجابات المحتملة. ما هو الإجابة الأخرى؟ الطالب M؟,"So that's one of the possible answers, what's the other answer?"
[Inaudible] goes into 20 [Inaudible] eight two times.,student,8,0,,0.0,,[لا يسمع] يذهب إلى 20 [لا يسمع] ثمانية مرتين.,[Heardless] goes to 20 [Heardless] eight times.
So breaking this down by four?  So what’s your fraction?,teacher,10,1,0.0,,0.0,إذاً إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، ما هو الجزء الخاص بك؟,"Then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then, then"
[Inaudible],student,1,0,,,,[غير مسموع],[Unheard of]
Anybody else have anything that they did?  Wander?  Share with the class.  You raised your hand.,teacher,16,0,,,1.0,أي شخص آخر لديه أي شيء قام به؟ أرحل؟ شارك مع الفصل.,Anybody else who has anything done? leave? join the class.
[Inaudible],student,1,0,,,,[غير مسموع],[Unheard of]
Sh!,teacher,1,0,,,0.0,اللعنة!,Damn it!
I bring [Inaudible] into [Inaudible] and 200 into 2 and [Inaudible] four [Inaudible] two one [Inaudible] 20 over 50.  And I break that into two again ten over 25.,student,29,0,,0.0,,أحضر [الجهاز غير السمعي] إلى [الجهاز غير السمعي] و200 إلى 2 و [الجهاز غير السمعي] أربعة [الجهاز غير السمعي] اثنان واحد [الجهاز غير السمعي] 20 على 50.,Bring [non-acoustic device] to [non-acoustic device] and 200 to 2 and [non-acoustic device] four [non-acoustic device] two one [non-acoustic device] 20 to 50.
"So, it took you a long time to do that, no?",teacher,11,0,0.0,,0.0,إذاً، لقد استغرق الأمر وقتاً طويلاً للقيام بذلك، صحيح؟,"So, it took a long time to do that, didn't it?"
[Inaudible],student,1,0,,,,[غير مسموع],[Unheard of]
"That’s the problem.  Some of us know how to find a simpler fraction but we don’t know how to find the simplest fraction.  So, if you think that the simplest fraction is eight twentieths, raise your hand.   If you think the simplest fraction is two fifths, raise your hand.  If you think the simplest fraction is ten over 25, raise your hand.  Okay.  Lights, camera and action.",teacher,67,5,,,0.0,هذه هي المشكلة. بعضنا يعرف كيفية العثور على جزء بسيط ولكننا لا نعرف كيفية العثور على الجزء الأبسط. لذلك، إذا كنت تعتقد أن الجزء الأبسط هو ثمانية عشرينات، رفع يدك. إذا كنت تعتقد أن الجزء الأبسط هو اثنين من الخامسة، رفع يدك. إذا كنت تعتقد أن الجزء الأبسط هو عشرة على 25، رفع يدك. حسنا. الأضواء، الكاميرا والعمل.,"That's the problem. some of us know how to find the simplest part but we don't know how to find the simplest part. so, if you think the simplest part is the eighties, raise your hand. if you think the simplest part is two-fifties, raise your hand. if you think the simplest part is ten by 25, raise your hand."
[Inaudible],student,1,0,,,,[غير مسموع],[Unheard of]
"I know I did not hear people speaking, especially when my back is turned. Okay.  So this is what we have to do when we have to find the simplest fractions.  What we do is we look at the factors of the numerator and the denominator.  What’s factors again?  I totally forgot what factors means.  What does it mean to find a factor of a number?  Student A?",teacher,68,6,,,1.0,أنا أعرف أنني لم أسمع الناس يتحدثون، وخاصة عندما تكون ظهري مُحوَّل. حسناً. لذلك هذا ما علينا القيام به عندما نحتاج للعثور على أبسط الكسور. ما نفعله هو النظر إلى عوامل العداد والاسم. ما هي العوامل مرة أخرى؟ نسيت تماماً ما تعنيه العوامل. ماذا يعني العثور على عامل من عدد؟ الطالب A؟,"I know I've never heard people talk, especially when my back is turned. Okay. So this is what we have to do when we need to find the simplest fractions. What we do is look at the factors of the numerator and the name. What are the factors again? I completely forgot what the factors mean. What does it mean to find a factor of a number? Student A?"
[Inaudible],student,1,0,,,,[غير مسموع],[Unheard of]
To find a number that multiplies?,teacher,6,1,,,0.0,للعثور على رقم يضاعف؟,To find a number that doubles?
Factor is a number that you can replace [Inaudible].,student,9,0,,0.0,,الفاكتور هو رقم يمكنك استبداله,A factor is a number that you can change.
Okay.  Another explanation?  Student M?,teacher,5,0,0.0,,1.0,حسناً، تفسير آخر، الطالب (م) ؟,"Well, another explanation, the student?"
A number that goes into another number evenly?,student,8,0,,0.0,,رقم يذهب إلى رقم آخر بالتساوي؟,Does a number go to another number equally?
"Excellent.  A number that goes into another number evenly.  For example, what you said Student A.  I knew exactly what you were talking about but those are better words.  It makes it simpler to understand, okay? So let’s do the factors of the numerator for letter A.  What are the factors for the numerator of letter A?  What are the factors of two?  What numbers go into two evenly?  Student J?",teacher,71,5,1.0,,0.0,ممتاز. رقم يذهب إلى رقم آخر بالتساوي. على سبيل المثال، ما قلته الطالب A. كنت أعرف بالضبط ما كنت تتحدث عنه ولكن هذه كلمات أفضل. يجعل من الأسهل أن نفهم، حسنا؟ لذلك دعونا نقوم  العوامل من العداد للحرف A. ما هي العوامل من العداد للحرف A؟ ما هي العوامل من اثنين؟ ما هي العوامل التي تذهب إلى اثنين بالتساوي؟ الطالب J؟,"For example, what student A said. I knew exactly what you were talking about but these words are better. makes it easier to understand, okay? so let's do the factors of the counter to the letter A. What are the factors of the counter to the letter A? What are the factors of two? What are the factors of two that go to two equally? student J?"
One.,student,1,0,,,,واحد.,One.
