text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_back_translated
Okay.  This afternoon we’re going to be doing a lesson on –,teacher,12,0,,,0.0,حسناً، بعد ظهر اليوم سنقوم بدراسة,"Well, this afternoon we'll be studying."
Fractions.,student,1,1,,,,الكسور.,Fractures.
"Fractions, percent equivalents and we’ve been working on this and let’s see if I just say to you I’m going to give you a percent and I wanna see if you can give me the equivalent fraction.  All right.  So let’s see if you can.  Let’s see if you remember some of them.  Some of them are tough, as you know, the eighths and the sixths.  We’ve been working on that.  Okay.  Now, how about 75 percent?  What would be the fraction equivalent of that?  Student K?",teacher,87,8,,,0.0,دعونا نرى إن كان بإمكانك أن تعطيني الجزء المكافئ. دعونا نرى إذا كنت تتذكر بعضها. بعضها صعب، كما تعلمون، الثمانية والسادسة. كنا نعمل على ذلك. حسناً. الآن، ماذا عن 75 في المئة؟ ما هي تعادل الجزء من ذلك؟ الطالب ك؟,"Let's see if you can give me the equivalent part. Let's see if you can remember some of them. Some of them are hard, you know, eight and six. We've been working on that."
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
Six-eights.,teacher,1,0,,,0.0,ستة ثمانية.,Six to eight.
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[Unheard of.]
Shh.  Shh.  Raise your hand please.  Three-fourths it would be equivalent to what fraction?,teacher,14,2,,,0.0,ارفع يديك من فضلك ثلاثة أرباعه يعادل أي جزء؟,"Raise your hands, please, three-quarters is equal to what part?"
There’s two of them.,student,4,0,,,,هناك اثنان منهم.,There are two of them.
Three-fourths would be equivalent to 70 so they’d be worth the same.  Correct?,teacher,13,1,,,0.0,ثلاثة أرباع سيكون مساوياً لـ 70 لذا سيكونون يستحقون نفس الشيء، صحيح؟,"Three-quarters would be equal to 70, so they would be worth the same thing, right?"
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Student C?  Were you gonna say something?  Okay.  So what we’re going to be doing is comparing percents, fractions.  I got a tricky one for you, though, ’cause this is one that some of you get a little bit mixed up on, the one-eighth.  What would the percent be for one-eighth?  What would the percent be?",teacher,56,4,,,0.0,الطالب C؟ هل ستقول شيئاً؟ حسناً، ما سنفعله هو مقارنة النسبة المئوية، الفروقات. لديّ واحدة صعبة بالنسبة لكم، على الرغم من ذلك، لأن هذه هي واحدة التي يخلط بعضكم قليلاً بها، الثامنة الواحدة. ما هو النسبة المئوية للثامنة الواحدة؟,"Well, what we're going to do is compare the percentage, the differences. I have one that's difficult for you, though, because this is the one that some of you are a little confused about, the one-eighth. What is the percentage of the one-eighth?"
Twelve-and-a-half percent.,student,2,1,,,,اثني عشر ونصف بالمئة.,Twelve and a half percent.
Twelve-and-a-half percent.  Good.  And then how about one- sixth?  Student C?,teacher,11,1,,,0.0,اثني عشر ونصف في المئة، جيد، وماذا عن السادس؟,"Twelve and a half percent, good, and what about six?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
What is it?,teacher,3,0,,,0.0,-ما الأمر؟,-What's the matter?
Percent.,student,1,1,,,,نسبة مئوية,Percentage of the population 
Percent.  Good.  Okay.  So those are – those are always the trickier ones.  Right.  How about five-tenths?,teacher,17,2,,,0.0,في المئة. جيد. حسناً. إذاً هذه هي  تلك هي دائماً الأكثر صعوبة. حسناً. ماذا عن خمس عشرات؟,So these are the ones that are always the hardest.
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
Student P?,teacher,2,0,,,0.0,الطالب بي؟,Student B?
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
What is it?,teacher,3,0,,,0.0,-ما الأمر؟,-What's the matter?
Fifty percent.,student,2,1,,,,خمسين في المئة,Fifty percent
"Fifty percent.  Okay.  Good.  Okay.  So we’re going to look at the objective up here and we are gonna be identifying fraction and percent equivalents through reasoning about representations and known equivalents and relationships and then we’re gonna play the in between game. – two students demonstrate playing it.  So we’re all gonna watch ’cause I wanna make sure that everybody knows how to play the game.  Okay.  So the first thing that we’re gonna take out would be our little fraction cards.  Do you have your fraction cards, the yellow [inaudible]?  Everybody’s got them.  Hopefully.  I thought that maybe we’d use the whole pack but I don’t think we will today because some of them on here are – the numerator’s bigger than the denominator.  We need to talk about that.  Okay.  So if you would just take out the cards with the diamonds and you’re gonna play with a partner and we’re gonna be seeing how well you know your percents and your fraction equivalents. We’re gonna see how good you’re going to be doing on this. Student A?",teacher,181,13,,,0.0,الخمسين في المئة. حسناً. حسناً. حسناً. إذاً سوف ننظر إلى الهدف هنا وسنقوم بتحديد الأجزاء والنسبة المكافئة من خلال التفكير حول التمثيلات والنسبة المكافئة المعروفة والعلاقات ثم سنلعب بين اللعبة.  اثنين من الطلاب يظهرون لعبها. لذا سنشاهد جميعًا  لأنني أريد التأكد من أن الجميع يعرف كيف يلعب اللعبة. حسناً. إذاً أول شيء سنخرجه هو بطاقات الكسور الصغيرة. هل لديك بطاقات الكسور الخاصة بك، الصفراء [غير قابلة للسمع]؟ الجميع يحصل عليها. آمل. ظننت أننا قد نستخدم الحزمة بأكملها,"So we're going to look at the goal here and we're going to figure out the parts and proportions by thinking about representations, known proportions and relationships and then we're going to play between the games. Two students show up playing it. So we're going to watch it all because I want to make sure everyone knows how to play the game."
Can we [inaudible]?,student,3,0,,,,هَلْ يُمْكِنُ أَنْ نَكُونَ [غير مُسمع]؟,Can we be [unheard of]?
Excuse me?,teacher,2,0,,,0.0,المعذرة؟,I'm sorry?
