text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_back_translated
Are we supposed to do it?,student,6,0,,,,هل من المفترض أن نفعل ذلك؟,Are we supposed to do that?
"Nope.  We’re going to talk about it really quick.  We have not subtracted fractions yet, right? All right, well, here’s to hoping! Okay, so we’ve been talking about adding fractions, right?  Been working on adding fractions.  What do we need to do when we add fractions?  We’re just going to do a quick review for adding.  Student B, what’s our first step that we need to do?",teacher,67,6,1.0,,0.0,لا. سوف نتحدث عن ذلك بسرعة كبيرة. نحن لم نخصم الكسور بعد، أليس كذلك؟ حسناً، حسناً، هذا هو التأمل! حسناً، إذاً كنا نتحدث عن إضافة الكسور، أليس كذلك؟ كنا نعمل على إضافة الكسور. ماذا يجب أن نفعل عند إضافة الكسور؟ سنقوم فقط بمراجعة سريعة لإضافة. الطالب ب، ما هي الخطوة الأولى التي نحتاج إلى القيام بها؟,"Well, well, well, that's meditation! Well, then we were talking about adding fractions, weren't we? We were working on adding fractions. What should we do when we add fractions? We're just going to do a quick review to add. Student B, what's the first step we need to take?"
"You write down the fractions, I mean the factors of 8 and then 4.",student,14,2,,0.0,,أنت تكتب الكسور، أعني العوامل من 8 ثم 4.,"You're writing fractions, I mean the factors of 8 and then 4."
The factors or the…,teacher,4,1,1.0,,0.0,العوامل أو...,The factors or...
The multiplication.,student,2,1,,,,المضاعفة.,The double.
The multiples.  So what are the multiples of 8?,teacher,9,2,,,0.0,المضاعفات ما هي المضاعفات من 8؟,Multipliers What are the multiples of 8?
"8, 16 …",student,3,0,,,,8 ، 16 ...,"8 , 16 ..."
"8, 16 …",teacher,3,0,,,0.0,8 ، 16 ...,"8 , 16 ..."
24.,student,1,0,,,,24.,24. 24.
"Okay, shall we stop there?",teacher,5,0,,,0.0,حسناً، هل نتوقف هنا؟,"Well, should we stop here?"
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
Did you do 4 yet?,teacher,5,0,,,0.0,هل فعلت 4 حتى الآن؟,Have you done four so far?
"4, 8.",student,2,0,,,,أربعة، ثمانية,"Four, eight"
And what do they have in common?,teacher,7,0,,,1.0,وما المشترك بينهما؟,What do they have in common?
"8. They have 16 in common too, and 24.",student,9,0,,0.0,,8، لديهم 16 مشتركة أيضا، و 24.,"Eight, they have 16 in common as well, and 24."
"They do have 16 and 24 in common if we continued on. But you have to do the first number in 32 if we kept going, but we normally pick the first number, right? Student E, what’s our next step that we do now that we have them both circled?",teacher,50,1,1.0,,0.0,لديهم 16 و 24 مشتركة إذا استمرنا. ولكن عليك أن تفعل الرقم الأول في 32 إذا استمرنا، ولكن عادة ما نختار الرقم الأول، أليس كذلك؟ الطالب إيه، ما هي الخطوة التالية التي نقوم بها الآن بعد أن لدينا كل منهما دائرة؟,"They have 16 and 24 in common if we continue. But you have to do the first number in 32 if we continue, but we usually choose the first number, don't we?"
"You do how many times you did it.  So like since 8 was only once, you do times 1.",student,19,0,,0.0,,اذاً بما ان 8 كان مرة واحدة فقط فانك تقوم بمضاعفة 1,"So since 8 was only once, you're multiplying by 1."
"Okay, so we have to change them so they have the same denominator, right?",teacher,14,1,0.0,,0.0,حسناً، علينا أن نغيرها حتى تكون لها نفس المعادلة، صحيح؟,"Well, we have to change it so that it has the same equation, right?"
"You need to do two. You do times 2 for 4, times 2 for 1.",student,15,0,,0.0,,"عليك أن تفعل اثنين. يمكنك أن تفعل مضاعفة 2 مقابل 4, مضاعفة 2 مقابل 1.","You can do double 2 vs. 4, double 2 vs. 1."
Okay.,teacher,1,0,0.0,,0.0,-حسناً,-Well then
I can talk for myself.,student,5,0,,,,يمكنني التحدث بنفسي,I can speak for myself
"Student D, what are our new fractions?",teacher,7,1,0.0,,0.0,الطالب (د) ، ما هي كسورنا الجديدة؟,"Student, what is our new break?"
3 and 8.,student,3,0,,,,ثلاثة و ثمانية,Three and eight
