text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_back_translated
"Okay, boys and girls, so tomorrow for math we are actually going to be playing a game using our fraction tracks game board that Student Y is passing out right now.  Our goal today is, we are going to be completing this game board. So we need to take our prior knowledge about percents and equivalent fractions and we’re going to apply them today and complete this game board, so that tomorrow we can play the game successfully.  But it is extremely important that we are accurate on this game board in labeling all of our fractions.  If we’re not accurate, then tomorrow when we go to play the game it will not be very successful.  So everybody should have a copy of this fraction tracts game board sheet. Now I know we’re having some difficulties with our projector screen, so I will put it on the blackboard.  If you can’t see it, it is okay, you have one in front of you. And we will be discussing and doing some of this together, then you’ll be on your own working with your partners to complete the game board.  So if you cannot see the overhead board, that’s fine, just use the one that you have in front of you.  Okay? So now everybody has a game board in front of them.  Take a minute.  Look it over.  What do you notice? Think about it? Give you a minute, then we’ll raise our hands to answer. What do you notice about this game board? Are there any similarities to any other resources that we have created? Just give yourself a minute. Does anybody want to share with me what they notice about this game board? Student G?",teacher,287,5,,,0.0,حسناً، يا شباب والفتيات، غداً من أجل الرياضيات سنلعب لعبة باستخدام لوحة اللعب لدينا من خلال اللوحة الكسرية التي يقوم بها الطالب Y الآن. هدفنا اليوم هو أننا سنقوم بإكمال هذه اللوحة اللعبة. لذلك نحتاج إلى أخذ معرفتنا المسبقة عن الفصائل والكسائر المماثلة ونقوم بتطبيقها اليوم ونكمل هذه اللوحة اللعبية، بحيث يمكننا اللعب غداً بنجاح. ولكن من المهم للغاية أن نكون دقيقاً على هذه اللوحة اللعبية في وضع علامات على جميع كسورنا. إذا لم نكن دقيقاً، فإننا غداً عندما نذهب إلى اللعبة لن يكون ذلك ناجحاً جداً. لذلك يجب أن يكون لدى الجميع نسخة من هذه اللوحة اللعبية من خلال اللوحة الكسرية. الآن أنا أعرف أننا نملك بعض الصعوبات مع الشاشة، لذلك سأضعها على اللوحة السوداء. لذا فما الذي يمكن أن نراه، فلن يكون لدينا أي أحد من أيد اللوحة اللعبة، حسناً؟ إذاً، فلن نشارك هذه اللوحة اللوحة اللعبية؟ إذاً، فلن نتمكن نناقشها مع أي شخص آخر؟ الآن؟,"Well, boys and girls, tomorrow for the sake of mathematics we will play a game using our game board through the fractional board that the student Y is doing now. Our goal today is to complete this game board. So we need to take our prior knowledge of similar factions and fractions and apply it today and complete this game board, so that we can play tomorrow successfully. But it is very important to be precise on this board"
They all will add up to a whole.,student,8,2,,1.0,,جميعها سوف تجمع إلى كلية.,They will all come together in a college.
So all the pieces will add up to a whole.  Good.  What other similarities do we notice? Student I?,teacher,19,2,1.0,,1.0,حسناً، ما هي التشابهات الأخرى التي نلاحظها؟ الطالب الأول؟,"Well, what other similarities do we notice? the first student?"
"You know the thing that we did earlier in the unit, it was like this but it was a little longer, and we put in the equivalent fractions of different…",student,30,2,,0.0,,كما تعلمون، الشيء الذي قمنا به في وقت سابق في الوحدة، كان مثل هذا لكنه كان أطول قليلا، ونحن وضعت في الكسور المتكافئة من مختلف...,"You know, the thing we did earlier in the unit, it was like this, but it was a little longer, and we put in equal fractions of different..."
So I think it was page 10 where we did a percent fraction equivalent chart.  This looks a little bit similar to that. Keep that in the back of your mind when you’re filling this out.  What else does it look like? It looks like a bunch of these all on one game board.  Student T?,teacher,56,3,1.0,,1.0,لذا أعتقد أنه كان في الصفحة 10 حيث قمنا بعمل الرسم البياني المكافئ للنسبة مئوية. هذا يبدو مشابهًا قليلاً لذلك. ضع ذلك في الاعتبار عندما تقوم بملء هذا. كيف يبدو الأمر أيضاً؟ يبدو وكأنه مجموعة من هذه كلها على لوحة لعبة واحدة. الطالب T؟,So I think it was on page 10 where we made the percentage-equivalent chart. This looks a little similar to that. Keep that in mind when you fill this out.
I think the goal is just to get to one whole.,student,11,1,,0.0,,أعتقد أن الهدف هو فقط الوصول إلى كامل واحد.,I think the goal is just to get to the whole one.
"Right, so you’re going to start at zero and we’re going to get to one whole.  Which means -- what does this look like? So look at the top one.  What does that look like? Student D?",teacher,37,1,1.0,,1.0,حسناً، إذاً سوف تبدأ من الصفر وسوف نصل إلى كامل واحد. وهذا يعني -- كيف يبدو هذا؟ لذا انظروا إلى الجزء العلوي. كيف يبدو ذلك؟ الطالب D؟,"Well, then we're going to start from zero and we're going to get to the whole one. That is to say -- what does this look like? so look at the top."
Two halves.,student,2,0,,,,نصفين,Two halves 
"Two halves, but does it kind of look like a number line?",teacher,12,1,,,0.0,نصفين، ولكن هل يبدو نوعا ما مثل خط رقم؟,"Two halves, but does it kind of look like a line of numbers?"
This is what I was talking about.,student,7,0,,,,هذا ما كنت أتحدث عنه,That's what I was talking about.
"Oh, the percent strips, that’s another one that we can use, because we’ve made a bunch of resources so far in this unit that could help us be successful on this game board.  But doesn’t it look like this game board is full of number lines? And that’s exactly what these are.  But we’re going to call them today, fraction tracks, because that’s the name of the game that we’re going to be playing tomorrow. Okay? So if you look, we have a fraction track for halves, thirds, fourths, fifths, sixths, eighths, and tenths.  Does everybody see that? So what we’re going to do now is, we are going to go over the first one, the fraction track for halves.  And today you have a couple supplies that you can use. You will be able to use a small ruler and your pencil.  And what I’m going to do now is, I’m going to put this on the overhead and we’re going to talk about the halves, and we’re going to do a couple of them together, and we’re going to see what we notice.  Then we are going to use our strategies and we’re going to work with our partners to fill them out. Okay.  So remember, if you cannot see this board, and I know it’s difficult because we are having some difficulties with our overhead screen. So look at the top fraction track, and it is representing halves.  So you’re starting on the left-hand size, zero halves.  Okay? And I’m going to show you something using this ruler.  If I use this ruler, and everybody follow along with me, and I put it right on that one-half mark that’s already marked for me. Does everybody see that? Go ahead and do it on your own game board. So one-half is already identified for us on the game board. Are there any other fraction tracks that have one-half already marked?",teacher,322,12,0.0,,0.0,أوه، شريطات النسبة المئوية، هي واحدة أخرى التي يمكننا استخدامها، لأننا حصلنا على مجموعة من الموارد حتى الآن في هذه الوحدة التي يمكن أن تساعدنا على أن نكون ناجحين على هذه اللوحة اللعبة. ولكن هل لا يبدو أن هذه اللوحة اللعبة مليئة بالخطوط الرقمية؟ وهذا بالضبط ما هي. ولكننا سوف ندعوها اليوم، شريطات الكسور، لأن هذا هو اسم اللعبة التي سنلعبها غدا. حسنا؟ إذا نظرت، لدينا مجموعة من المسارات الكسور حتى الآن في هذه الوحدة التي يمكن أن تساعدنا على أن نكون ناجحين على هذه اللوحة اللعبة.,"Oh, percentage bars are another one that we can use, because we've gotten a bunch of resources so far in this unit that can help us be successful on this board game. But doesn't this board game look like it's full of digital lines? That's exactly what it is."
No.,multiple students,1,0,,,,-كلا .,"- No , not at all ."
No? Look on the game board.  Raise your hand.  What fraction track has another stop halfway through? Student K?,teacher,19,1,,,0.0,أنظر إلى اللوحة، ارفع يدك، أي مسار ثقيل لديه توقف آخر في منتصف الطريق؟,"Look at the sign, raise your hand, which heavy track has another stop in the middle of the road?"
"Umm, I don’t get that.",student,5,0,,,,أنا لا أفهم ذلك,I don't understand that.
"Okay, Student D?",teacher,3,0,0.0,,0.0,حسناً، الطالب دي؟,"Well, is this the student?"
Five-tenths.,student,1,1,,,,خمسة عشرات.,Fifteen.
"Okay, so we’re going to say that the tenths fraction tract has a stop halfway through on its track.  Okay? And, good job, he even told me what I need to be labeling that. So here we have – and I’m just going to do this because some of us are – one half.  So Student D, what did you say I’m going to name that other stop?",teacher,68,2,,,0.0,حسناً، سوف نقول أن القطعة العشرية لديها توقف في منتصف مسارها، حسناً؟ حسناً، عمل جيد، حتى أخبرني بما يجب أن أسميه ذلك. لذا هنا لدينا  وأنا سأفعل هذا لأن بعضنا  نصف.,"Well, let's just say that the decimal point has a stop in the middle of its path, okay? Well, good job, until you tell me what to call it. So here we have it and I'll do it because some of us are halfway through."
Five-tenths.,student,1,1,,,,خمسة عشرات.,Fifteen.
Five-tenths.  And how did you know it was going to be five- tenths.,teacher,13,2,,,1.0,خمس عشرات وكيف عرفت أنها ستكون خمس عشرات؟,Fifteen and how did you know it would be fifteen?
Because [inaudible].,student,2,0,,,,لأنّها غير مسموعة.,Because they are unheard of.
"Right, but let’s say, let’s talk about the tenths track, and we know that it’s halfway, right? So what do we know about tenths and halves?",teacher,26,2,,,0.0,صحيح، ولكن دعونا نقول، دعونا نتحدث عن المسار العاشر، ونحن نعلم أنه في منتصف الطريق، أليس كذلك؟,"That's right, but let's say, let's talk about the tenth track, and we know it's in the middle of the road, right?"
Five-tenths is one-half.,student,3,1,,,,خمسة عشرات هو نصف.,Fifteen is half.
"So five-tenths would be equivalent to one-half, right? Because now we’re talking about the tenths track.  We know that with our ruler lined up, that we have a stop halfway through.  And Student D knew that five-tenths was equivalent to one-half, so that is how he figured that one out.  Okay? [0:07:00] Now, let’s put our rulers back on, now we have one-half and five- tenths.  Maybe just a little bit to the left so we can see our markings already.  Are there any other fraction tracks that we can use this line to put our stops on? Are there any other fraction tracks that we can use this line? Student Y, do you want to name one?",teacher,118,13,,,1.0,إذن الخمسة عشرات تعادل نصف، أليس كذلك؟ لأننا الآن نتحدث عن مسار العاشرة. ونحن نعلم أنه مع حاكمنا متسلسل، لدينا توقف في منتصف الطريق. والطالب D كان يعرف أن الخمسة عشرات تعادل نصف، لذلك هو كيف اكتشف ذلك واحد. حسنا؟ [0:07:00] الآن، دعنا نضع حاكمنا مرة أخرى، الآن لدينا نصف وخمسة عشرات. ربما فقط قليلا إلى اليسار حتى يمكننا رؤية علاماتنا بالفعل. هل هناك أي مسارات كسور أخرى التي يمكننا استخدام هذه الخطة لوضع توقفنا؟ هل هناك أي مسارات كسور أخرى التي يمكننا استخدام هذه الخطة؟ الطالب Y، هل تريد أن تسمي واحدة؟,"So fifteen is equal to half, right? because we're now talking about the path of ten. We know that with our sequential ruler, we have a stop in the middle of the path. Student D knew that fifteen is equal to half, so how did he figure that one out? Okay? [0:07:00] Now, let's put our ruler again, now we have half and fifteen. Maybe just a little to the left so we can actually see our signs."
Three-sixths.,student,1,0,,,,ثلاثة ستة.,Three six.
"Three-sixths, good.  So everybody go to their sixths fraction track.  Now this is where the ruler part comes into play. Because remember I said that if it’s not an accurate game board, then tomorrow when we go to play our game it’s not going to be accurate.  So this is where you move your ruler so that you’re lined up with those two fractions, and then you find your sixths track and you draw a dot.  So that’s your stop.  And then we have three-sixths. And how did you know three-sixths was one of them, Student Y? How did you know that three-sixths would be one?",teacher,106,5,,,1.0,ثلاثة ستة، جيد. لذا الجميع يذهبون إلى مسار الجزء السادس. الآن هذا هو المكان الذي يأتي فيه الجزء الحاكم في اللعبة. لأن تذكر أنني قلت أنه إذا لم يكن اللوحة دقيقة اللعبة، ثم غدا عندما نذهب للعب لعبةنا أنها لن تكون دقيقة. لذلك هذا هو المكان الذي تحرك فيه الحاكم الخاص بك بحيث تكون متسلسلة مع هذين الجزئين، ثم تجد مسار السادس الخاص بك وتسحب نقطة. لذلك هذا هو توقفك. ثم لدينا ثلاثة ستة. وكيف عرفت أن ثلاثة ستة كان واحد منهم، الطالب Y؟ كيف عرفت أن ثلاثة ستة سيكون واحد؟,"Now that's where the ruling part of the game comes in. Because remember I said that if the board isn't accurate the game, then tomorrow when we go to play our game it won't be accurate. So that's where your ruler moves so that you're in sequence with these two parts, then you find your sixth path and draw a point. So that's your stop."
Because I know that three-sixths is equivalent to one-half in fractions.,student,11,2,,1.0,,لأنني أعرف أن ثلاثة ستة يساوي نصف في الكسور.,Because I know that three six equals half in fractions.
"Perfect.  So, so far, we have three equivalent fractions. Let’s put our ruler back.  Are there any other fraction tracks that we could fill in a stop half way? Student K?",teacher,31,3,1.0,,0.0,مثالية. لذلك، حتى الآن، لدينا ثلاثة كسور متساوية. دعونا نضع حاكمنا مرة أخرى. هل هناك أي مسارات كسور أخرى التي يمكننا ملءها في توقف في منتصف الطريق؟ الطالب ك؟,"So, so far, we have three equal fractures.Let's put our governor again.Are there any other fracture paths we can fill in at a halfway stop?"
"Here, I could put two-fourths.",student,5,0,,,,هنا، يمكنني وضع ربعين.,"Here, I can put a quarter."
"Good, so let’s everybody now go to our fourths fraction track and let’s put a stop here and label that two-fourths.  Is there any other fraction tracks that need a stop halfway? Student J?",teacher,34,2,1.0,,0.0,حسناً، فلنذهب جميعاً الآن إلى مسار قطع أرباعنا، لنضع توقف هنا ونضع علامة على ذلك أرباعين. هل هناك أي مسارات أخرى تحتاج إلى توقف في منتصف الطريق؟ الطالب J؟,"All right, now let's all go to the intersection of our quarters, put a stop here and mark it two quarters.Are there any other tracks that need to stop in the middle of the road?Student J?"
Four-eighths.,student,1,0,,,,أربعة ثمانية.,Four eight.
"Good.  So we need to go to the eighths fraction track.  We need to line up our ruler, draw our stop in, and label it, four- eighths.  Right? Okay, good.  So now, are there any others before I move on? Are there any other fraction tracks that need a stop halfway? Student K?",teacher,53,4,,,0.0,حسناً، علينا أن نذهب إلى مسار الجزء الثامن. علينا أن نقوم بتخطيط حاكمنا، ونسحب توقفنا، ونسميه، أربعة ثمانية. حسناً، حسناً. الآن، هل هناك أي مسارات أخرى قبل أن أذهب؟ هل هناك أي مسارات أخرى من الجزء الذي يحتاج إلى توقف في منتصف الطريق؟ الطالب ك؟,"Well, we have to go to the path of the eighth part. We have to plan our governor, pull out our stop, and call it, four-eight. Well, well. Now, are there any other paths before I go? Are there any other paths of the part that need to stop in the middle of the road?"
Two-tenths?,student,1,1,,,,اثنان عشرات؟,Twenty twelve?
"Two-tenths, would that be equivalent to one-half?",teacher,7,2,,,0.0,اثنين من العشرات، هل هذا يعادل نصف؟,"Two tenths, is this equal to half?"
No.,student,1,0,,,,-كلا .,"- No , not at all ."
"So we already did the one on the tenths fraction track, remember? The stop was already there for us.  All we had to do was identify it.  Okay? And that’s what we’re going to be doing today, is we’re going to make sure that each fraction track has the appropriate stops on its track. And, we’re going to use the ruler another way. So let’s just look at the half track, the first one up there. So that’s all we need to worry about right now.  What is a way we can double-check with our ruler? So I put the ruler vertically this way to double-check to see that they were all lined up, all the fractions that are equivalent to a half, okay? Yes, Student J?",teacher,127,10,,,0.0,لذلك فعلنا بالفعل واحدة على مسار الجزء العاشر، تذكر؟ توقف كان هناك بالفعل بالنسبة لنا. كل ما كان علينا القيام به هو تحديد ذلك. حسنا؟ وهذا ما سنفعله اليوم، هل سوف نتأكد من أن كل مسار الجزء لديه وقفات مناسبة على مسارها. وسنستخدم الحكم بطريقة أخرى. لذلك دعونا ننظر فقط إلى نصف المسار، أول واحد هناك. لذلك هذا كل ما نحتاج إلى القلق به الآن. ما هي الطريقة التي يمكننا التحقق من مزدوج مع الحكم لدينا؟ لذلك وضعت الحكم عمودي بهذه الطريقة للتحقق من مزدوج لمعرفة أنهم كانوا جميعا متسلسلين، وجميع الجزءات التي تعادل نصف، حسنا؟ نعم، الطالب J.,"So we already did one on the path of the tenth part, remember? stop was already there for us. all we had to do was figure it out. okay? and that's what we're going to do today, are we going to make sure that each path of the part has proper stops on its path. and we're going to use the rule in a different way. so let's just look at half the path, the first one there. so that's all we need to worry about right now. what is the way we can check double with our rule?"
"If you really lined up, it’s not exactly right there.",student,10,1,,0.0,,إذا كنت حقاً متسلسلة، فهي ليست بالضبط هناك.,"If you're really a serial, it's not exactly there."
"As long as it’s close enough for us to play our game.  But it does have to be pretty accurate for tomorrow’s game.  Okay? Now, let’s look at the half fraction track.  Is that track completed? Does it have all the stops on this track, the half?",teacher,47,1,0.0,,0.0,طالما أنها قريبة بما فيه الكفاية لنا للعب لعبةنا. ولكن يجب أن تكون دقيقة جدا لعبة الغد. حسناً؟ الآن، دعونا ننظر إلى مسار نصف الجزء. هل تم الانتهاء من ذلك المسار؟ هل لديه كل التوقفات على هذا المسار، نصف؟,"As long as it's close enough for us to play our game. But it has to be very precise tomorrow's game. Okay? Now, let's look at the halfway point. Has that halfway point been completed? Does it have all the stops on that halfway point, halfway point?"
No.,multiple students,1,0,,,,-كلا .,"- No , not at all ."
