text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic
"Red.  It’s red, okay.  Okay.  Boys and girls, you can put this away, okay, ‘cause we’re going to get started on our math. So go ahead and put this away and make sure that if you still have the glossary words to look up that you put those in your book bag today.  And you look up here and you check on your homework oh, glossary words.  But we’ll stop math like we always do at 2:15 so you can copy this down.  So don’t worry about copying it now. All right, now all I need is for you to take out your math journals – your math journals and we’ll get started.  What are you doing?  Okay, come over – go over there. Okay.  Math journals on your desk, please.  Everything else can be put away.  We will be using the big books but not yet.  So you can put everything else away so that you just have your math journal out and you’re all set to go.  Okay, let me see who’s ready.  Student, you have something under your desk, honey, like a stickum or something.  Student Y, you ready?",teacher,192,0,,,0.0,الأحمر. إنه أحمر، حسناً. حسناً. الفتيان والفتيات، يمكنك أن تضع هذا بعيداً، حسناً، لا تقلقوا عن النسخ الآن. حسناً، الآن كل ما أريده هو أن تأخذوا مذكراتكم الرياضية. مذكراتكم الرياضية ونبدأ. ماذا تفعلون؟ حسناً، تعالوا إلى هناك. حسناً، تعالوا إلى هناك.,الاحمر. انه احمر، حسنا. حسنا. الفتيان والفتيات، يمكنك ان تضع هذا بعيدا، حسنا، لا تقلقوا عن النسخ الان. حسنا، الان كل ما اريده هو ان تاخذوا مذكراتكم الرياضيه. مذكراتكم الرياضيه ونبدا. ماذا تفعلون؟ حسنا، تعالوا الي هناك. حسنا، تعالوا الي هناك.,41,0.0,False
Yeah.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
"Okay.  I know it’s Monday but wake up.  It’s math time, your favorite time, right?  All right, so for the next few days we’re going to be working on multiplication problems, okay? Don’t worry about the camera.  There’s nobody operating it; it’s just going to be there.  You’ll forget about it in a few minutes so don’t worry about it, just do what you always do, what you normally do.  You’re going to be solving multiplications problems and we’re going to be talking about strategies that we use to break the problems down. Yes, we’ve done a little bit of this so this should be very familiar to you. The only difference is that today we’re going to be giving you a set of problems and we’re going to be asking you how they’re related and we’re going to ask you to choose some of the problems to make your strategies from that set of problems. And what that is is that’s called multiplication clusters. So up until now we’ve been sharing some strategies of how to break down bigger multiplication problems, how to solve the bigger problems using the break down method, right?",teacher,194,4,,,0.0,حسناً. أعلم أنه يوم الاثنين لكن استيقظ. إنه وقت الرياضيات، وقتك المفضل، أليس كذلك؟ حسناً، لذلك في الأيام القليلة المقبلة سنعمل على مشاكل الضرب، حسناً؟ لا تقلق بشأن الكاميرا. لا يوجد أحد يديرها، سوف تكون هناك فقط. ستنساها في غضون بضع دقائق لذا لا تقلق بشأن ذلك، فقط افعل ما تفعله دائماً، ما تفعله عادةً. ستقوم بحل مشاكل الضرب ونحن سوف نتحدث عن استراتيجيات التي نستخدمها لحل المشاكل. نعم، لقد كسرنا قليلًا من هذه المشاكل لذا يجب أن تكون هذه مألوفة جداً لك. الفرق الوحيد هو أننا اليوم سنقدم لك مجموعة من المشاكل ونسألك كيف هي حالها ونسألك عن طريقة الضرب التي نستخدمها لتحل المشاكل الكبيرة، وكيف نستخدم بعض المشاكل المرتبطة بالضرب؟,حسنا. اعلم انه يوم الاثنين لكن استيقظ. انه وقت الرياضيات، وقتك المفضل، اليس كذلك؟ حسنا، لذلك في الايام القليله المقبله سنعمل علي مشاكل الضرب، حسنا؟ لا تقلق بشان الكاميرا. لا يوجد احد يديرها، سوف تكون هناك فقط. ستنساها في غضون بضع دقائق لذا لا تقلق بشان ذلك، فقط افعل ما تفعله دائما، ما تفعله عاده. ستقوم بحل مشاكل الضرب ونحن سوف نتحدث عن استراتيجيات التي نستخدمها لحل المشاكل. نعم، لقد كسرنا قليلا من هذه المشاكل لذا يجب ان تكون هذه مالوفه جدا لك. الفرق الوحيد هو اننا اليوم سنقدم لك مجموعه من المشاكل ونسالك كيف هي حالها ونسالك عن طريقه الضرب التي نستخدمها لتحل المشاكل الكبيره، وكيف نستخدم بعض المشاكل المرتبطه بالضرب؟,112,0.0,False
Uh-huh.,student,1,0,,,,اه-ها.,اه-ها.,2,0.0,False
And you’re getting pretty good at that.  And this is the same idea except that we give you a set of numbers and you choose the numbers that are related to each other.  You choose the two numbers that are going to help you to solve the bigger number.  Did you do this a little bit in third grade?,teacher,59,0,,,1.0,وتصبحين جيدة جدا في ذلك. وهذه هي نفس الفكرة باستثناء أننا نعطيك مجموعة من الأرقام وتختارين الأرقام التي ترتبط ببعضها البعض. تختارين الأرقام التي ستساعدك في حل الرقم الأكبر. هل فعلت هذا قليلا في الصف الثالث؟,وتصبحين جيده جدا في ذلك. وهذه هي نفس الفكره باستثناء اننا نعطيك مجموعه من الارقام وتختارين الارقام التي ترتبط ببعضها البعض. تختارين الارقام التي ستساعدك في حل الرقم الاكبر. هل فعلت هذا قليلا في الصف الثالث؟,36,0.027777777777777776,True
No.,multiple students,1,0,,,,-كلا .,-كلا .,1,0.0,False
"No?  You don’t remember?  All right, so let me give you your first example, and I want you to copy this down in your journal, okay? [Long pause]  Okay, I’ll give you second to copy this down.  [Long pause] Okay.  So what I want you to do first is I want you to do first is I want you to solve these first four problems, okay?  So I’m going to give you a couple minutes to solve these first four problems.  And then what you’re going to do is choose one or two of these problems that help you to solve – to get you to the final problem, thirteen times eight.  So it’s just like what you’ve been doing, like you’ve been breaking it down with your own strategies, but now I want you to look at these four, solve them, and choose one or two that you would use to help you solve this final one. Okay, Student J, you got it?  So solve these four first. [Long pause]  Put your equal sign. Student C, you’re solving these four problems first.  [Long pause] Yeah, so put your total.  What’s that on that?",teacher,194,1,,,0.0,لا؟ لا تتذكرين؟ حسناً، دعوني أعطيكم مثالك الأول، وأريدكم أن نسخوا هذا في مذكراتكم، حسناً؟ [توقيت طويل] حسناً، سأعطيكم ثانياً لنسخ هذا. [توقيت طويل] حسناً، أول ما أريدكم فعله هو أن تفعلوا أولاً، أريدكم أن تحلوا هذه المشاكل الأربعة الأولى، حسناً؟ لذا سأعطيكم بضع دقائق لحل هذه المشاكل الأربعة الأولى.,لا؟ لا تتذكرين؟ حسنا، دعوني اعطيكم مثالك الاول، واريدكم ان نسخوا هذا في مذكراتكم، حسنا؟ [توقيت طويل] حسنا، ساعطيكم ثانيا لنسخ هذا. [توقيت طويل] حسنا، اول ما اريدكم فعله هو ان تفعلوا اولا، اريدكم ان تحلوا هذه المشاكل الاربعه الاولي، حسنا؟ لذا ساعطيكم بضع دقائق لحل هذه المشاكل الاربعه الاولي.,50,0.0,False
Twenty-two.,student,1,0,,,,اثنان وعشرون,اثنان وعشرون,2,0.5,True
"Yeah, put it there.  [Long pause]  Now I’m noticing that some of you have already solved your four problems.  Once you finish solving these four I want you to choose one or two of these, probably two, right, that will help you to solve this final problem, thirteen times eight. [Long pause]  Give you about one more minute to solve.  Some of you are still solving the four problems.  Now, Student B, choose a couple of these that you’re going to use.  Which ones did you choose to help you solve that?  You didn’t show that.  I want you to show me.",teacher,102,0,,,0.0,نعم، ضعها هناك. [توقيت طويل] الآن ألاحظ أن بعضكم قد حل بالفعل مشاكلكم الأربعة. بمجرد الانتهاء من حل هذه الأربعة أريدك أن تختار واحدة أو اثنتين من هذه، ربما اثنتين، صحيح، سوف تساعدك على حل هذه المشكلة النهائية، الثالثة عشر × ثمانية. [توقيت طويل] أعطيك حوالي دقيقة واحدة أخرى لحل هذه المشكلة. بعضكم لا يزال يحل المشكلة الأربعة. الآن، الطالب ب، اختر اثنين من هذه التي سوف تستخدمها. أي واحدة اخترت لمساعدتك في حل ذلك؟ لم تظهر ذلك. أريد منك أن تظهر لي.,نعم، ضعها هناك. [توقيت طويل] الان الاحظ ان بعضكم قد حل بالفعل مشاكلكم الاربعه. بمجرد الانتهاء من حل هذه الاربعه اريدك ان تختار واحده او اثنتين من هذه، ربما اثنتين، صحيح، سوف تساعدك علي حل هذه المشكله النهائيه، الثالثه عشر × ثمانيه. [توقيت طويل] اعطيك حوالي دقيقه واحده اخري لحل هذه المشكله. بعضكم لا يزال يحل المشكله الاربعه. الان، الطالب ب، اختر اثنين من هذه التي سوف تستخدمها. اي واحده اخترت لمساعدتك في حل ذلك؟ لم تظهر ذلك. اريد منك ان تظهر لي.,82,0.060240963855421686,True
"Oh, okay.",student,2,0,,,,أوه، حسنا.,اوه، حسنا.,2,0.0,False
