text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic
"Cameras are on.  It’s 11:30, December 13.  This is Math class. So, recording in progress. Okay, let me have your attention please, boys and girls, put the books away and get your folder ready and your notebook, as well as your box.  So last week we’ve been exploring volume, right, and volume of a rectangular prism.  So can someone just tell us or remind us how we found the volume of this box, or this rectangular prism?",teacher,77,7,,,0.0,الكاميرات تعمل. إنها الساعة 11:30، 13 ديسمبر. هذا هو فصل الرياضيات. لذا، التسجيل مستمر. حسنا، دعوني انتباهكم رجاءً، أيتها الفتيان والفتيات، ضعوا الكتب بعيداً واستعدوا مجلدكم ومكتبتكم، فضلاً عن صندوقكم. لذلك الأسبوع الماضي كنا نستكشف حجم، صحيح، و حجم prism مستطيل. لذلك هل يمكن لأحد فقط أن يخبرنا أو يذكرنا كيف وجدنا حجم هذا الصندوق، أو هذا prism مستطيل؟,الكاميرات تعمل. انها الساعه 11:30، 13 ديسمبر. هذا هو فصل الرياضيات. لذا، التسجيل مستمر. حسنا، دعوني انتباهكم رجاء، ايتها الفتيان والفتيات، ضعوا الكتب بعيدا واستعدوا مجلدكم ومكتبتكم، فضلا عن صندوقكم. لذلك الاسبوع الماضي كنا نستكشف حجم، صحيح، و حجم prism مستطيل. لذلك هل يمكن لاحد فقط ان يخبرنا او يذكرنا كيف وجدنا حجم هذا الصندوق، او هذا prism مستطيل؟,56,0.0,False
You multiply the length by the width by the height.,student,10,2,,0.0,,تضاعف الطول بالعرض بالارتفاع,تضاعف الطول بالعرض بالارتفاع,4,0.0,False
"Okay, so we figured out one way to do this was to multiply…",teacher,13,1,1.0,,0.0,حسناً، فكّرنا أنّ طريقة واحدة للقيام بذلك هي مضاعفة...,حسنا، فكرنا ان طريقه واحده للقيام بذلك هي مضاعفه...,9,0.0,False
The length…,student,2,1,,,,الطول...,الطول...,1,0.0,False
The length.,teacher,2,1,,,0.0,الطول.,الطول.,1,0.0,False
The width.,student,2,0,,,,العرض.,العرض.,1,0.0,False
"The width, and then the height.  Okay, so that was one way to find, right, and we all tried that.  Is there another way to find this, Student D?",teacher,29,0,,,1.0,حسناً، هذه كانت طريقة واحدة للعثور عليها، صحيح، وكلنا حاولنا ذلك، هل هناك طريقة أخرى للعثور عليها، يا طالب د؟,حسنا، هذه كانت طريقه واحده للعثور عليها، صحيح، وكلنا حاولنا ذلك، هل هناك طريقه اخري للعثور عليها، يا طالب د؟,20,0.0,False
The bottom of the surface times the height.,student,8,0,,0.0,,قاع السطح ضرب ارتفاعه,قاع السطح ضرب ارتفاعه,4,0.25,True
"The bottom of the surface here you said? Okay, so surface, for example, this one has 5 across and 4 this way, so what does that mean? The surface has 20 squares.  And if you were to put cubes, you can put 20 cubes, right? The bottom layer. And why do you multiply by 3, Student D?",teacher,57,4,1.0,,1.0,على سبيل المثال، السطح، هذا واحد لديه 5 على طوله و 4 في هذا الاتجاه، لذلك ما الذي يعني ذلك؟ السطح لديه 20 مربع. وإذا كنت تضع مكعبات، يمكنك وضع 20 مكعب، أليس كذلك؟ الطبقة السفلى. ولماذا تضاعف ب 3 طالب D؟,علي سبيل المثال، السطح، هذا واحد لديه 5 علي طوله و 4 في هذا الاتجاه، لذلك ما الذي يعني ذلك؟ السطح لديه 20 مربع. واذا كنت تضع مكعبات، يمكنك وضع 20 مكعب، اليس كذلك؟ الطبقه السفلي. ولماذا تضاعف ب 3 طالب D؟,37,0.0,False
Because that’s the height.,student,4,0,,,,لأن هذا هو الارتفاع,لان هذا هو الارتفاع,4,0.0,False
