text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic
Okay.  This afternoon we’re going to be doing a lesson on –,teacher,12,0,,,0.0,حسناً، بعد ظهر اليوم سنقوم بدراسة,حسنا، بعد ظهر اليوم سنقوم بدراسه,6,0.0,False
Fractions.,student,1,1,,,,الكسور.,الكسور.,1,0.0,False
"Fractions, percent equivalents and we’ve been working on this and let’s see if I just say to you I’m going to give you a percent and I wanna see if you can give me the equivalent fraction.  All right.  So let’s see if you can.  Let’s see if you remember some of them.  Some of them are tough, as you know, the eighths and the sixths.  We’ve been working on that.  Okay.  Now, how about 75 percent?  What would be the fraction equivalent of that?  Student K?",teacher,87,8,,,0.0,دعونا نرى إن كان بإمكانك أن تعطيني الجزء المكافئ. دعونا نرى إذا كنت تتذكر بعضها. بعضها صعب، كما تعلمون، الثمانية والسادسة. كنا نعمل على ذلك. حسناً. الآن، ماذا عن 75 في المئة؟ ما هي تعادل الجزء من ذلك؟ الطالب ك؟,دعونا نري ان كان بامكانك ان تعطيني الجزء المكافئ. دعونا نري اذا كنت تتذكر بعضها. بعضها صعب، كما تعلمون، الثمانيه والسادسه. كنا نعمل علي ذلك. حسنا. الان، ماذا عن 75 في المئه؟ ما هي تعادل الجزء من ذلك؟ الطالب ك؟,39,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
Six-eights.,teacher,1,0,,,0.0,ستة ثمانية.,سته ثمانيه.,2,0.5,True
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
Shh.  Shh.  Raise your hand please.  Three-fourths it would be equivalent to what fraction?,teacher,14,2,,,0.0,ارفع يديك من فضلك ثلاثة أرباعه يعادل أي جزء؟,ارفع يديك من فضلك ثلاثه ارباعه يعادل اي جزء؟,9,0.1111111111111111,True
There’s two of them.,student,4,0,,,,هناك اثنان منهم.,هناك اثنان منهم.,3,0.3333333333333333,True
Three-fourths would be equivalent to 70 so they’d be worth the same.  Correct?,teacher,13,1,,,0.0,ثلاثة أرباع سيكون مساوياً لـ 70 لذا سيكونون يستحقون نفس الشيء، صحيح؟,ثلاثه ارباع سيكون مساويا ل 70 لذا سيكونون يستحقون نفس الشيء، صحيح؟,11,0.08333333333333333,True
Yes.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
"Student C?  Were you gonna say something?  Okay.  So what we’re going to be doing is comparing percents, fractions.  I got a tricky one for you, though, ’cause this is one that some of you get a little bit mixed up on, the one-eighth.  What would the percent be for one-eighth?  What would the percent be?",teacher,56,4,,,0.0,الطالب C؟ هل ستقول شيئاً؟ حسناً، ما سنفعله هو مقارنة النسبة المئوية، الفروقات. لديّ واحدة صعبة بالنسبة لكم، على الرغم من ذلك، لأن هذه هي واحدة التي يخلط بعضكم قليلاً بها، الثامنة الواحدة. ما هو النسبة المئوية للثامنة الواحدة؟,الطالب C؟ هل ستقول شيئا؟ حسنا، ما سنفعله هو مقارنه النسبه المئويه، الفروقات. لدي واحده صعبه بالنسبه لكم، علي الرغم من ذلك، لان هذه هي واحده التي يخلط بعضكم قليلا بها، الثامنه الواحده. ما هو النسبه المئويه للثامنه الواحده؟,39,0.0,False
Twelve-and-a-half percent.,student,2,1,,,,اثني عشر ونصف بالمئة.,اثني عشر ونصف بالمئه.,4,0.25,True
Twelve-and-a-half percent.  Good.  And then how about one- sixth?  Student C?,teacher,11,1,,,0.0,اثني عشر ونصف في المئة، جيد، وماذا عن السادس؟,اثني عشر ونصف في المئه، جيد، وماذا عن السادس؟,9,0.1111111111111111,True
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
What is it?,teacher,3,0,,,0.0,-ما الأمر؟,-ما الامر؟,2,0.0,False
Percent.,student,1,1,,,,نسبة مئوية,نسبه مئويه,2,1.0,True
Percent.  Good.  Okay.  So those are – those are always the trickier ones.  Right.  How about five-tenths?,teacher,17,2,,,0.0,في المئة. جيد. حسناً. إذاً هذه هي  تلك هي دائماً الأكثر صعوبة. حسناً. ماذا عن خمس عشرات؟,في المئه. جيد. حسنا. اذا هذه هي تلك هي دائما الاكثر صعوبه. حسنا. ماذا عن خمس عشرات؟,17,0.058823529411764705,True
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
Student P?,teacher,2,0,,,0.0,الطالب بي؟,الطالب بي؟,2,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
What is it?,teacher,3,0,,,0.0,-ما الأمر؟,-ما الامر؟,2,0.0,False
Fifty percent.,student,2,1,,,,خمسين في المئة,خمسين في المئه,3,0.0,False
"Fifty percent.  Okay.  Good.  Okay.  So we’re going to look at the objective up here and we are gonna be identifying fraction and percent equivalents through reasoning about representations and known equivalents and relationships and then we’re gonna play the in between game. – two students demonstrate playing it.  So we’re all gonna watch ’cause I wanna make sure that everybody knows how to play the game.  Okay.  So the first thing that we’re gonna take out would be our little fraction cards.  Do you have your fraction cards, the yellow [inaudible]?  Everybody’s got them.  Hopefully.  I thought that maybe we’d use the whole pack but I don’t think we will today because some of them on here are – the numerator’s bigger than the denominator.  We need to talk about that.  Okay.  So if you would just take out the cards with the diamonds and you’re gonna play with a partner and we’re gonna be seeing how well you know your percents and your fraction equivalents. We’re gonna see how good you’re going to be doing on this. Student A?",teacher,181,13,,,0.0,الخمسين في المئة. حسناً. حسناً. حسناً. إذاً سوف ننظر إلى الهدف هنا وسنقوم بتحديد الأجزاء والنسبة المكافئة من خلال التفكير حول التمثيلات والنسبة المكافئة المعروفة والعلاقات ثم سنلعب بين اللعبة.  اثنين من الطلاب يظهرون لعبها. لذا سنشاهد جميعًا  لأنني أريد التأكد من أن الجميع يعرف كيف يلعب اللعبة. حسناً. إذاً أول شيء سنخرجه هو بطاقات الكسور الصغيرة. هل لديك بطاقات الكسور الخاصة بك، الصفراء [غير قابلة للسمع]؟ الجميع يحصل عليها. آمل. ظننت أننا قد نستخدم الحزمة بأكملها,الخمسين في المئه. حسنا. حسنا. حسنا. اذا سوف ننظر الي الهدف هنا وسنقوم بتحديد الاجزاء والنسبه المكافئه من خلال التفكير حول التمثيلات والنسبه المكافئه المعروفه والعلاقات ثم سنلعب بين اللعبه. اثنين من الطلاب يظهرون لعبها. لذا سنشاهد جميعا لانني اريد التاكد من ان الجميع يعرف كيف يلعب اللعبه. حسنا. اذا اول شيء سنخرجه هو بطاقات الكسور الصغيره. هل لديك بطاقات الكسور الخاصه بك، الصفراء [غير قابله للسمع]؟ الجميع يحصل عليها. امل. ظننت اننا قد نستخدم الحزمه باكملها,78,0.0,False
Can we [inaudible]?,student,3,0,,,,هَلْ يُمْكِنُ أَنْ نَكُونَ [غير مُسمع]؟,هل يمكن ان نكون [غير مسمع]؟,7,0.0,False
Excuse me?,teacher,2,0,,,0.0,المعذرة؟,المعذره؟,1,0.0,False
Can we choose our own partners?,student,6,0,,,,هل يمكننا اختيار شركائنا؟,هل يمكننا اختيار شركائنا؟,4,0.0,False
First we’re gonna do a demonstration and then we’re gonna all – I don’t know before we were doing all right with the partners that we chose before.  You want to maybe mix it up a little bit?,teacher,38,0,1.0,,0.0,أولاً سنقوم بعرض ثم سنقوم جميعاً لا أدري قبل أن نكون على ما يرام مع الشركاء الذين اخترناهم من قبل,اولا سنقوم بعرض ثم سنقوم جميعا لا ادري قبل ان نكون علي ما يرام مع الشركاء الذين اخترناهم من قبل,20,0.0,False
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
"Okay.  Okay.  So what I’d like you to do is first take out all of your little fraction cards and you see the diamond on the side, just the diamond ones and then put the other ones in a safe place for later on when we talk about improper fractions when the numerator is bigger than the denominator.  We haven’t really quite got to that section yet.  So just take out the cards with the little diamond on the side.  Do you have your cards?  Okay.  Everybody’s got them, hopefully.  Okay.",teacher,91,4,,,0.0,حسناً. حسناً. لذا ما أود منك فعله هو أولاً إخراج كل بطاقات الكسور الصغيرة الخاصة بك وترى الماس على الجانب، فقط تلك الماسية ومن ثم وضع الآخرين في مكان آمن لاحقًا عندما نتحدث عن الكسور غير المناسبة عندما يكون العداد أكبر من الناطق. لم نصل إلى هذا القسم بعد. لذا فقط إخراج بطاقات مع الماس الصغير على الجانب. هل لديك بطاقاتك؟ حسناً. على أمل أن الجميع يحصل عليها. حسناً.,حسنا. حسنا. لذا ما اود منك فعله هو اولا اخراج كل بطاقات الكسور الصغيره الخاصه بك وتري الماس علي الجانب، فقط تلك الماسيه ومن ثم وضع الاخرين في مكان امن لاحقا عندما نتحدث عن الكسور غير المناسبه عندما يكون العداد اكبر من الناطق. لم نصل الي هذا القسم بعد. لذا فقط اخراج بطاقات مع الماس الصغير علي الجانب. هل لديك بطاقاتك؟ حسنا. علي امل ان الجميع يحصل عليها. حسنا.,69,0.0,False
I left mine at home.,student,5,0,,,,لقد تركت لي في المنزل.,لقد تركت لي في المنزل.,5,0.0,False
"Okay.  Then you’re gonna just have to watch, then, if you don’t have them.  Okay.  You may be – oh, no.  You know what? You can sit with somebody that has them.  Okay.  But they shouldn’t be at home.  They should be brought in.  Okay.",teacher,45,0,1.0,,0.0,حسناً، إذاً عليك أن تشاهد، إذا لم يكن لديك، حسناً، قد تكوني كذلك، يمكنك أن تجلس مع شخص لديه، لكن لا ينبغي أن يكون في المنزل، يجب أن يتم إحضارهم، حسناً.,حسنا، اذا عليك ان تشاهد، اذا لم يكن لديك، حسنا، قد تكوني كذلك، يمكنك ان تجلس مع شخص لديه، لكن لا ينبغي ان يكون في المنزل، يجب ان يتم احضارهم، حسنا.,31,0.0,False
I forgot them.,student,3,0,,,,لقد نسيتُهم,لقد نسيتهم,2,0.0,False
"Okay.   All right.  Now, in addition to having – two of you play you really need one deck of cards, correct.  So now take out, if you would, the rules for the game.  You’ve got the rules for the in between game that I gave you last week when we were working on it.",teacher,54,1,,,0.0,حسناً. حسناً. الآن، بالإضافة إلى أن يكون لديكما اثنان منكم يلعبون تحتاجون حقاً إلى مجموعة واحدة من البطاقات، صحيح. لذا الآن اخترعوا قواعد اللعبة، إذا كنتم تريدون، لديكما قواعد اللعبة المتوسطة التي أعطيتكمها الأسبوع الماضي عندما كنا نعمل عليها.,حسنا. حسنا. الان، بالاضافه الي ان يكون لديكما اثنان منكم يلعبون تحتاجون حقا الي مجموعه واحده من البطاقات، صحيح. لذا الان اخترعوا قواعد اللعبه، اذا كنتم تريدون، لديكما قواعد اللعبه المتوسطه التي اعطيتكمها الاسبوع الماضي عندما كنا نعمل عليها.,39,0.02564102564102564,True
So we gotta go in between?,student,6,0,,,,إذاً يجب أن نذهب بينهما؟,اذا يجب ان نذهب بينهما؟,5,0.0,False
"And if you have the rules you might also have, please sit down. Pleas sit down.",teacher,16,0,0.0,,0.0,وإذا كان لديك القواعد التي قد تكون لديك أيضاً، رجاءً اجلس.,واذا كان لديك القواعد التي قد تكون لديك ايضا، رجاء اجلس.,11,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
"Please sit down.  Please sit down, Student D.  You may also have your percent equivalent strip, too, that we worked on and we were right in the fractions, right below the percents.  You may have that also or you might have this one also.  That’s if you don’t know them still, you know, some of you may very well know them so – game it’s in your math handbook, okay, you have that so if you don’t have the rules but I think most of you know how to – kinda have a clue as to – we’re gonna do a demonstration on it anyway. Okay.  So everybody’s got all of those papers out.  What we will also need would be just a piece of scrap paper so that we’re gonna play five rounds of this game.  Okay.  And whoever – who’s gonna win the game?",teacher,146,4,,,0.0,يرجى الجلوس. يرجى الجلوس، الطالب D. قد يكون لديك أيضا شريط تعادل النسبة المئوية، التي عملنا عليها وكنا على حق في الكسور، تماما تحت النسبة المئوية. قد يكون لديك ذلك أيضا أو قد يكون لديك هذا أيضا. هذا إذا كنت لا تعرفهم بعد، كما تعلمون، بعض منكم قد يعرفهم جيدا جدا لذلك  اللعبة انها في دليل الرياضيات الخاص بك، حسنا، لديك ذلك لذلك إذا لم يكن لديك قواعد ولكن أعتقد أن معظمكم يعرف كيف  نوع من فكرة ,يرجي الجلوس. يرجي الجلوس، الطالب D. قد يكون لديك ايضا شريط تعادل النسبه المئويه، التي عملنا عليها وكنا علي حق في الكسور، تماما تحت النسبه المئويه. قد يكون لديك ذلك ايضا او قد يكون لديك هذا ايضا. هذا اذا كنت لا تعرفهم بعد، كما تعلمون، بعض منكم قد يعرفهم جيدا جدا لذلك اللعبه انها في دليل الرياضيات الخاص بك، حسنا، لديك ذلك لذلك اذا لم يكن لديك قواعد ولكن اعتقد ان معظمكم يعرف كيف نوع من فكره,76,0.0,False
Me.,student,1,0,,,,-أنا,-انا,1,0.0,False
Who’s going to win the game?,teacher,6,0,,,0.0,من سيفوز بالمباراة؟,من سيفوز بالمباراه؟,3,0.0,False
Me.  [Inaudible.],multiple students,2,0,,,,أنا. [غير مسموع],انا. [غير مسموع],3,0.0,False
When somebody –,teacher,3,0,,,0.0,عندما شخص ما,عندما شخص ما,3,0.0,False
Got the lowest –,student,4,0,,,,حصلت على أدنى ,حصلت علي ادني,3,0.0,False
"Right.  Has the lowest number.  Right.  When somebody has the lowest number they will be the ones that win.  So you’ve got everything out that we need.  I – Student D, can you pass out a small piece of math paper to everybody?  So we’ll use this to, you know, mark rounds, one round, two rounds, three rounds, four rounds and five rounds and whoever wins is the winner.",teacher,69,0,,,0.0,صحيح. لديه أدنى الرقم. صحيح. عندما يكون لدى شخص ما أدنى الرقم هم من يفوزون. لذلك لديك كل ما نحتاجه. أنا  الطالب D، هل يمكنك توزيع قطعة صغيرة من ورقة الرياضيات للجميع؟ لذلك سوف نستخدم هذا ل، كما تعلمون، علامة جولات، جولة واحدة، جولتين، ثلاث جولات، أربعة جولات وخمس جولات ومن يفوز هو الفائز.,صحيح. لديه ادني الرقم. صحيح. عندما يكون لدي شخص ما ادني الرقم هم من يفوزون. لذلك لديك كل ما نحتاجه. انا الطالب D، هل يمكنك توزيع قطعه صغيره من ورقه الرياضيات للجميع؟ لذلك سوف نستخدم هذا ل، كما تعلمون، علامه جولات، جوله واحده، جولتين، ثلاث جولات، اربعه جولات وخمس جولات ومن يفوز هو الفائز.,54,0.018518518518518517,True
We play five rounds?,student,4,0,,,,سنلعب خمس جولات؟,سنلعب خمس جولات؟,3,0.3333333333333333,True
"We’re gonna play five rounds.  Yeah.  Okay.  So first though, I think before we even do anything what I’d like to do is have a little demonstration just to be sure that people remember.  There’s something on the floor, honey.  I don’t know if that’s one of the cards.  I don’t know.",teacher,52,0,,,0.0,سنلعب خمس جولات، أجل، حسناً، لذا أولاً، قبل أن نفعل أي شيء، أعتقد أنّي أودّ القيام بعرض صغير فقط للتأكد من أنّ الناس يتذكّرون.,سنلعب خمس جولات، اجل، حسنا، لذا اولا، قبل ان نفعل اي شيء، اعتقد اني اود القيام بعرض صغير فقط للتاكد من ان الناس يتذكرون.,24,0.041666666666666664,True
