text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic
"Okay, we’re all set.  It is on.  Okay, guys.  So we’re going to record for about the next hour.  Finished up our ten-minute math.  You can put your ten-minute math notebooks away. We’re going to take a quick look at the objective in the back.  Students add and subtract fractions by reasoning about fraction equivalents and relationships.  So as you guys know, we’ve done most of our teaching for this unit for fractions and percents.  We’re doing a lot of work now just getting ready for our assessment on Thursday. So what we’ve done is we’ve run off some open-response questions, questions that I think might have been difficult four or five weeks ago, I don’t think they’re difficult any more.  I’m going to go ahead and put up one of them and pass them out to you guys.  This first one’s pretty much a warm-up one.  I don’t want you to do the one on the other side, I just want you to do page two.  I’m going to give you guys about three or four minutes.  That’s all you need, it’s three questions.  And then we’ll go over it together. Everybody has a pencil?  No?",teacher,197,8,,,0.0,حسناً، كل شيء جاهز. لقد تم. حسناً، يا رفاق. لذا سنقوم بتسجيل لساعة قادمة. لقد انتهينا من الرياضيات لمدة عشرة دقائق. يمكنك وضع دفتر ملاحظات الرياضيات لمدة عشرة دقائق بعيداً. سوف نلقي نظرة سريعة على الهدف في الخلف. سوف نضيف الطلاب ونقص الكسور عن طريق التفكير حول مكافئ الكسور والعلاقات. لذا كما تعلمون، لقد قمنا معظم تدريسنا لهذا الوحدة من أجل الكسور والنسبة مئوية. نحن نقوم بعمل الكثير من العمل الآن فقط لإعداد تقييمنا يوم الخميس. لذا ما قمنا به هو أننا نفذ بعض الأسئلة المفتوحة للإجابة، الأسئلة التي أعتقد أنها قد تكون صعبة قبل أربعة أو خمس أسابيع، لا أعتقد أنها صعبة أكثر. أنا ذاهب إلى الأمام ونضيف واحدة من أربعة وأربعة أشخاص إلىكم. ونحن بحاجة إلى القيام بها معاً.,حسنا، كل شيء جاهز. لقد تم. حسنا، يا رفاق. لذا سنقوم بتسجيل لساعه قادمه. لقد انتهينا من الرياضيات لمده عشره دقائق. يمكنك وضع دفتر ملاحظات الرياضيات لمده عشره دقائق بعيدا. سوف نلقي نظره سريعه علي الهدف في الخلف. سوف نضيف الطلاب ونقص الكسور عن طريق التفكير حول مكافئ الكسور والعلاقات. لذا كما تعلمون، لقد قمنا معظم تدريسنا لهذا الوحده من اجل الكسور والنسبه مئويه. نحن نقوم بعمل الكثير من العمل الان فقط لاعداد تقييمنا يوم الخميس. لذا ما قمنا به هو اننا نفذ بعض الاسئله المفتوحه للاجابه، الاسئله التي اعتقد انها قد تكون صعبه قبل اربعه او خمس اسابيع، لا اعتقد انها صعبه اكثر. انا ذاهب الي الامام ونضيف واحده من اربعه واربعه اشخاص اليكم. ونحن بحاجه الي القيام بها معا.,121,0.04132231404958678,True
Yes.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
"Page two.  Page two only, okay?",teacher,6,0,,,0.0,الصفحة الثانية فقط الصفحة الثانية، حسناً؟,الصفحه الثانيه فقط الصفحه الثانيه، حسنا؟,6,0.0,False
Thank you.,student,2,0,,,,شكراً لكِ,شكرا لك,2,0.0,False
"You’re welcome.  So just start with page two only.  I’m going to set the timer about three minutes I think, okay, guys? Do you guys have enough light? What’s the first thing you’ve gotta do here?",teacher,36,0,,,0.0,مرحباً بكم، لذا ابدأ بالصفحة الثانية فقط، سأضع التوقيت حوالي ثلاث دقائق، حسناً يا رفاق، هل لديكم ضوء كاف؟ ما أول شيء يجب أن تفعله هنا؟,مرحبا بكم، لذا ابدا بالصفحه الثانيه فقط، ساضع التوقيت حوالي ثلاث دقائق، حسنا يا رفاق، هل لديكم ضوء كاف؟ ما اول شيء يجب ان تفعله هنا؟,26,0.0,False
Find the fraction.,student,3,1,,,,ابحث عن الجزء,ابحث عن الجزء,3,0.0,False
"You’re right, they’re looking for a fraction, we’re not looking for a percent.  But in order to find out the portion of something, the piece of something, what do you have to know first? Looking for the…",teacher,37,2,,,0.0,أنت محق، إنهم يبحثون عن جزء، نحن لا نبحث عن نسبة مئوية. ولكن من أجل معرفة الجزء من شيء، قطعة من شيء، ما الذي يجب أن تعرفه أولاً؟ البحث عن...,انت محق، انهم يبحثون عن جزء، نحن لا نبحث عن نسبه مئويه. ولكن من اجل معرفه الجزء من شيء، قطعه من شيء، ما الذي يجب ان تعرفه اولا؟ البحث عن...,30,0.03333333333333333,True
[Inaudible],student,1,0,,,,[غير مسموع],[غير مسموع],2,0.0,False
"No, if I want to find out what one-fourth of something is, I have to know what the whole thing is, right?  I’ve got to find out the whole first.  That’s going to be the key to most every one of these.  Okay?  How can you find out the whole?",teacher,50,3,,,1.0,لا، إذا أردت أن أعرف ما هو ربع شيء ما، يجب أن أعرف ما هو كل شيء، أليس كذلك؟ يجب أن أعرف كل شيء أولاً. هذا سيكون المفتاح لمعظم كل هذا. حسناً؟ كيف يمكنك معرفة كل شيء؟,لا، اذا اردت ان اعرف ما هو ربع شيء ما، يجب ان اعرف ما هو كل شيء، اليس كذلك؟ يجب ان اعرف كل شيء اولا. هذا سيكون المفتاح لمعظم كل هذا. حسنا؟ كيف يمكنك معرفه كل شيء؟,37,0.02702702702702703,True
By finding the … the …,student,6,0,,,,عن طريق إيجاد ...,عن طريق ايجاد ...,3,0.0,False
