text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic
"Okay.  I think it’s working.  Alright, so the first thing – everyone got their homework back, correct?",teacher,17,0,,,0.0,حسناً، أعتقد أنه ينجح، حسناً، أولاً، الجميع حصل على واجباتهم المنزلية، صحيح؟,حسنا، اعتقد انه ينجح، حسنا، اولا، الجميع حصل علي واجباتهم المنزليه، صحيح؟,12,0.0,False
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
"Student M, you don’t have your homework?",teacher,7,0,,,0.0,الطالب (إم) ، ليس لديك واجبك المنزلي؟,الطالب (ام) ، ليس لديك واجبك المنزلي؟,7,0.0,False
No.,student,1,0,,,,-كلا .,-كلا .,1,0.0,False
Did you hand it in?,teacher,5,0,,,0.0,هل قمت بتسليمها؟,هل قمت بتسليمها؟,3,0.0,False
Yes.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
Did you go look over there for it?,teacher,8,0,,,0.0,هل ذهبت لتبحث عنه هناك؟,هل ذهبت لتبحث عنه هناك؟,5,0.0,False
Mm hm.,student,2,0,,,,مممم.,مممم.,1,0.0,False
And you don’t have it.,teacher,5,0,,,0.0,وأنت لا تملكها,وانت لا تملكها,3,0.0,False
I packed it home.,student,4,0,,,,لقد أحضرتها للمنزل,لقد احضرتها للمنزل,3,0.0,False
"Go look for it ‘cause otherwise it’s a zero.  Please put your homework aside.  The first thing we’re gonna do are quizzes.  Pass them down your row and put them upside down like every day.  Student G, Student D; oh, Student N’s is in that pile.",teacher,46,0,,,0.0,إذهب للبحث عنه لأنه وإلا سيكون صفر. من فضلك ضع واجباتك إلى جانب. أول شيء سنفعله هو الاختبارات. قم بإرسالها إلى أسفل صفك ووضعها رأسا على عقب كما هو الحال كل يوم. الطالب G، الطالب D؛ أوه، الطالب N s في تلك الكتلة.,اذهب للبحث عنه لانه والا سيكون صفر. من فضلك ضع واجباتك الي جانب. اول شيء سنفعله هو الاختبارات. قم بارسالها الي اسفل صفك ووضعها راسا علي عقب كما هو الحال كل يوم. الطالب G، الطالب D؛ اوه، الطالب N s في تلك الكتله.,41,0.0,False
This is my [Inaudible].,student,4,0,,,,هذا هو [لا يمكن سماعه].,هذا هو [لا يمكن سماعه].,5,0.0,False
"Yup.  So pass them down.  When you get your own, flip it over. Student T, do you not have yours?  Student T, what are you on?",teacher,26,0,,,0.0,أجل، إذاً قم بإعطائهم، عندما تحصل على الخاص بك، قم بتعديلهم، الطالب (تي) ، ألا لديك الخاص بك؟,اجل، اذا قم باعطائهم، عندما تحصل علي الخاص بك، قم بتعديلهم، الطالب (تي) ، الا لديك الخاص بك؟,18,0.0,False
12’s.,student,1,0,,,,12 سنة.,12 سنه.,1,0.0,False
12’s?  Student D it’s – Student T’s in that pile?,teacher,10,0,,,0.0,الطالب D it's الطالب T's في تلك الكتلة؟,الطالب D it's الطالب T's في تلك الكتله؟,5,0.0,False
No.,student,1,0,,,,-كلا .,-كلا .,1,0.0,False
No?  Okay.,teacher,2,0,,,0.0,"لا , حسناً","لا , حسنا",2,0.0,False
[Inaudible].,student,1,0,,,,[غير مسموع].,[غير مسموع].,2,0.0,False
She’s in the front row.  We just couldn’t find hers.  That’s perfect.,teacher,12,0,,,0.0,إنها في الصف الأول، لم نستطع العثور على خاصتها، هذا مثالي,انها في الصف الاول، لم نستطع العثور علي خاصتها، هذا مثالي,11,0.0,False
[Inaudible]. She just didn’t really – oh.,student,7,0,,,,[لا يمكن سماعها] انها فقط لم حقا  أوه.,[لا يمكن سماعها] انها فقط لم حقا اوه.,8,0.0,False
Alright.  Everyone’s should be upside down.,teacher,6,0,0.0,,0.0,حسناً، يجب أن يكون الجميع رأساً على عقب,حسنا، يجب ان يكون الجميع راسا علي عقب,8,0.0,False
I’m not on my 10’s.  [Inaudible].,student,6,0,,,,أنا لست في العاشرة,انا لست في العاشره,4,0.0,False
Is that Student D’s?,teacher,4,0,0.0,,0.0,هَلْ هَذَا الطالب Ds؟,هل هذا الطالب Ds؟,4,0.0,False
No.  This is Student D.D.; this is Student D.C.,student,9,0,,0.0,,لا، هذا طالب (دي دي) ، هذا طالب (دي سي),لا، هذا طالب (دي دي) ، هذا طالب (دي سي),10,0.0,False
"Okay, give Student D.C. his.  And what are you on Student D?",teacher,12,0,1.0,,0.0,حسناً، أعط الطالب (دي سي) ملكه وماذا عن الطالب (دي) ؟,حسنا، اعط الطالب (دي سي) ملكه وماذا عن الطالب (دي) ؟,11,0.0,False
9’s.,student,1,0,,,,تسعة أشهر,تسعه اشهر,2,0.5,True
