text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic
All right.  [Tomorrow] we’re going to play a fraction [track] game.  Look at the fraction track game board that you have in front of you.  Tell me some things that you notice about it.  Yes?,teacher,35,2,,,0.0,حسناً، (غدًا) سنلعب لعبة قطعة قطعة، انظر إلى اللوحة التي أمامك، قل لي بعض الأشياء التي لاحظتها. نعم؟,حسنا، (غدا) سنلعب لعبه قطعه قطعه، انظر الي اللوحه التي امامك، قل لي بعض الاشياء التي لاحظتها. نعم؟,18,0.0,False
It has –,student,3,0,,,,لقد حصلت على,لقد حصلت علي,3,0.0,False
It has fractions on there.,teacher,5,1,,,0.0,انها لديها كسور هناك.,انها لديها كسور هناك.,4,0.25,True
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
It starts at 0 and goes to 1.  What starts at 0?,teacher,12,0,,,0.0,يبدأ من 0 و يذهب إلى 1. ماذا يبدأ من 0؟,يبدا من 0 و يذهب الي 1. ماذا يبدا من 0؟,9,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
The beginning of each track starts at 0 and goes to 1.  Yes.,teacher,13,0,,,0.0,بداية كل مسار تبدأ من 0 وتذهب إلى 1. نعم.,بدايه كل مسار تبدا من 0 وتذهب الي 1. نعم.,8,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
Yes.  Speak up.,teacher,3,0,,,0.0,نعم، تحدث بصوت أعلى,نعم، تحدث بصوت اعلي,4,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
"Hmm, in order.  What do you mean?",teacher,7,0,,,1.0,بالترتيب، ماذا تعني؟,بالترتيب، ماذا تعني؟,3,0.0,False
"Like one-half, two-thirds, one-fourth [inaudible].",student,5,0,,,,مثل نصف، ثلثين، ربع [غير مسموع].,مثل نصف، ثلثين، ربع [غير مسموع].,6,0.16666666666666666,True
"So each track is going in order from 0 to 1, and say that again, what you just said?",teacher,19,0,0.0,,0.0,لذا كل مسار يذهب في الترتيب من 0 إلى 1، ويقول ذلك مرة أخرى، ما قلت للتو؟,لذا كل مسار يذهب في الترتيب من 0 الي 1، ويقول ذلك مره اخري، ما قلت للتو؟,16,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
"Some are done for you and some are missing.  All right. Today [inaudible] marking and labeling your graphs [inaudible] so we can play the game tomorrow.  The materials you can use are your pencil, and I gave you each a ruler.  If you don’t have a ruler, raise your hand.  Perfect.  All right. I also have in here –",teacher,59,3,,,0.0,بعضها مصمم لك وبعضها مفقود. حسناً. اليوم [غير مسموع] علامة وتسمية الرسوم البيانية الخاصة بك [غير مسموع] حتى نتمكن من لعب اللعبة غداً. المواد التي يمكنك استخدامها هي قلم الرصاص الخاص بك، وقد أعطيت لك كل واحد حاكم. إذا لم يكن لديك حاكم، رفع يدك. مثالي. حسناً. لدي أيضاً هنا ,بعضها مصمم لك وبعضها مفقود. حسنا. اليوم [غير مسموع] علامه وتسميه الرسوم البيانيه الخاصه بك [غير مسموع] حتي نتمكن من لعب اللعبه غدا. المواد التي يمكنك استخدامها هي قلم الرصاص الخاص بك، وقد اعطيت لك كل واحد حاكم. اذا لم يكن لديك حاكم، رفع يدك. مثالي. حسنا. لدي ايضا هنا,50,0.0,False
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
We’re going to shrink it and try to make it –.  I can adjust it.,teacher,15,0,,,0.0,سنقوم بتقليصها ونحاول جعلها,سنقوم بتقليصها ونحاول جعلها,4,0.0,False
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
"Okay.  Let’s look at the halves.  Using your ruler, what do you notice about the halves?  Look at your first draft, the halves.  Using your ruler, tell me something that you notice.",teacher,32,2,,,1.0,حسناً، دعونا نلقي نظرة على النصف. باستخدام الحكم الخاص بك، ما الذي لاحظته عن النصف؟ انظر إلى مسودتك الأولى، النصف. باستخدام الحكم الخاص بك، أخبرني شيئاً لاحظته.,حسنا، دعونا نلقي نظره علي النصف. باستخدام الحكم الخاص بك، ما الذي لاحظته عن النصف؟ انظر الي مسودتك الاولي، النصف. باستخدام الحكم الخاص بك، اخبرني شيئا لاحظته.,27,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
Give everybody a chance.,teacher,4,0,,,0.0,أعط الجميع فرصة.,اعط الجميع فرصه.,3,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
Yes.,teacher,1,0,,,0.0,-أجل، أجل,-اجل، اجل,2,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
Student C said that she noticed from 0 to one-half was 4 inches.  What else?  Yes?,teacher,16,0,,,1.0,الطالب سي قال أنها لاحظت من 0 إلى نصف هو 4 بوصات. ماذا آخر؟ نعم؟,الطالب سي قال انها لاحظت من 0 الي نصف هو 4 بوصات. ماذا اخر؟ نعم؟,13,0.06666666666666667,True
10 centimeters long.,student,3,1,,,,طولها 10 سنتيمتر,طولها 10 سنتيمتر,2,0.3333333333333333,True
"Or 10 centimeters from 0 to the half.  So I’m going to put my ruler [inaudible] half is 10 centimeters.  You can’t really see that well with mine, but you have your own in front of you.  Then what about one-half to 1?",teacher,43,3,,,0.0,أو 10 سنتيمترات من 0 إلى النصف. لذلك سأضع نصف الحاكم الخاص بي هو 10 سنتيمترات. لا يمكنك حقا أن ترى جيدا مع بلدي، ولكن لديك الخاص بك أمامك. ثم ماذا عن نصف إلى 1؟,او 10 سنتيمترات من 0 الي النصف. لذلك ساضع نصف الحاكم الخاص بي هو 10 سنتيمترات. لا يمكنك حقا ان تري جيدا مع بلدي، ولكن لديك الخاص بك امامك. ثم ماذا عن نصف الي 1؟,32,0.05714285714285714,True
Same thing [inaudible]. [Inaudible.],student,4,0,,,,نفس الشيء [غير مسموع]. [غير مسموع.],نفس الشيء [غير مسموع]. [غير مسموع.],6,0.0,False
"Okay.  Student G chose to use the inch side, and she says from 0 to one-half is 4 inches, and from one-half to 4 is also 4 inches.  So, does that prove that the one-half is exactly in the middle?",teacher,40,0,,,0.0,حسناً، الطالب G اختار استخدام الجانب بوصة، وقالت من 0 إلى نصف هو 4 بوصة، ومن نصف إلى 4 هو أيضاً 4 بوصة. إذاً، هل هذا يثبت أن النصف هو بالضبط في الوسط؟,حسنا، الطالب G اختار استخدام الجانب بوصه، وقالت من 0 الي نصف هو 4 بوصه، ومن نصف الي 4 هو ايضا 4 بوصه. اذا، هل هذا يثبت ان النصف هو بالضبط في الوسط؟,28,0.06060606060606061,True
Yeah.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
"Okay.  What you’re going to do today is you’re going to fill in the rest of it.  Watch me.  I’m going to show you something that’s going to be a tool that you could use to fill in the rest of it.  I want you to take your ruler and I want you to put in, vertically from the one-half all the way down so that it looks like this, and actually connecting on a dot that’s at the bottom of the fraction track.  Look at what I did.  No.  See, the edge of the ruler.  Edge of the ruler. Not the line in the middle of the ruler.  The edge of the ruler.",teacher,114,8,,,0.0,حسناً، ما ستفعله اليوم هو أن تملأ البقية. شاهدوني. سأريكم شيئاً سيكون أداة يمكنك استخدامها لملء البقية. أريدكم أن تأخذوا حاكمكم وأريدكم أن تضعوها عمودياً من نصفها إلى أسفل حتى تبدو هكذا، وتتواصلوا على نقطة في أسفل مسار الكسور. انظروا ما فعلته. لا. انظروا، حافة الحاكم. حافة الحاكم. ليس الخط في منتصف الحاكم. حافة الحاكم.,حسنا، ما ستفعله اليوم هو ان تملا البقيه. شاهدوني. ساريكم شيئا سيكون اداه يمكنك استخدامها لملء البقيه. اريدكم ان تاخذوا حاكمكم واريدكم ان تضعوها عموديا من نصفها الي اسفل حتي تبدو هكذا، وتتواصلوا علي نقطه في اسفل مسار الكسور. انظروا ما فعلته. لا. انظروا، حافه الحاكم. حافه الحاكم. ليس الخط في منتصف الحاكم. حافه الحاكم.,55,0.07272727272727272,True
Can I say something?,student,4,0,,,,أيمكنني أن أقول شيئاً؟,ايمكنني ان اقول شيئا؟,4,0.0,False
There you go.  It’s lined up.  Good.  And that’s it.,teacher,10,1,,,0.0,ها أنت ذا، لقد تم ترتيبها، جيد، هذا كل شيء.,ها انت ذا، لقد تم ترتيبها، جيد، هذا كل شيء.,10,0.0,False
Anything that’s connected with it [inaudible]. [Inaudible.],student,7,0,,,,أي شيء مرتبط به لا يمكن سماعه,اي شيء مرتبط به لا يمكن سماعه,7,0.0,False
What can you tell me is happening labeling this?  Yes.,teacher,10,0,0.0,,1.0,ما الذي يمكن أن تخبرني أنه يحدث لتسمية هذا؟,ما الذي يمكن ان تخبرني انه يحدث لتسميه هذا؟,9,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
What’s a half?,teacher,3,0,,,0.0,ما هو النصف؟,ما هو النصف؟,3,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
Okay.  So what he’s saying is the dot at the bottom of the fraction track is also equivalent to one-half.  Where does the fraction track start on this?,teacher,28,3,,,0.0,حسناً، ما يقوله هو أن النقطة في أسفل مسار الكسور تعادل أيضاً نصف,حسنا، ما يقوله هو ان النقطه في اسفل مسار الكسور تعادل ايضا نصف,13,0.07692307692307693,True
At 0.,student,2,0,,,,عند 0.,عند 0.,1,0.0,False
"0 what?  Zero tenths.  So, can somebody tell me what we’re going to label this dot right here?",teacher,18,1,,,0.0,0 ماذا؟ صفر عشرات. إذاً، هل يمكن لأحد أن يخبرني كيف سنضع علامة على هذه النقطة هنا؟,0 ماذا؟ صفر عشرات. اذا، هل يمكن لاحد ان يخبرني كيف سنضع علامه علي هذه النقطه هنا؟,16,0.058823529411764705,True
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
"Do you see what I did here, Student M?  So this dot at the bottom here – see where I’m pointing?  What are we going to label that?  You were saying a half, but we’re dealing with zero tenths at the beginning.  So can you think of how many tenths is going to be equal to that?",teacher,57,2,,,0.0,هل ترى ما فعلته هنا، الطالب M؟ إذاً هذه النقطة في الأسفل هنا  انظر إلى أين أشار؟ ماذا سنسمي ذلك؟ كنت تقول نصف، ولكننا نتعامل مع صفر العشرات في البداية. لذلك هل يمكنك التفكير في عدد العشرات التي ستساوي ذلك؟,هل تري ما فعلته هنا، الطالب M؟ اذا هذه النقطه في الاسفل هنا انظر الي اين اشار؟ ماذا سنسمي ذلك؟ كنت تقول نصف، ولكننا نتعامل مع صفر العشرات في البدايه. لذلك هل يمكنك التفكير في عدد العشرات التي ستساوي ذلك؟,40,0.025,True
Five.,student,1,0,,,,خمسة.,خمسه.,1,0.0,False
Five-tenths.  So now label yours five-tenths.,teacher,6,2,,,0.0,خمس عشرات، الآن ضع علامتك على خمس عشرات.,خمس عشرات، الان ضع علامتك علي خمس عشرات.,8,0.25,True
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
I heard Student J say because it’s equivalent.  Very good.  So five tenths.,teacher,13,2,,,0.0,لقد سمعت الطالب (ج) يقول لأنه يعادل جيد جداً,لقد سمعت الطالب (ج) يقول لانه يعادل جيد جدا,9,0.0,False
So right here [inaudible]?,student,4,0,,,,إذاً هنا؟,اذا هنا؟,2,0.0,False
Line your ruler up.,teacher,4,2,,,0.0,قم بترتيب الحاكم,قم بترتيب الحاكم,3,0.0,False
How do we do it?,student,5,0,,,,كيف سنفعل ذلك؟,كيف سنفعل ذلك؟,3,0.0,False
So one-half is equivalent to how many tenths?,teacher,8,2,0.0,,1.0,إذاً نصف يساوي كم من العشرات؟,اذا نصف يساوي كم من العشرات؟,6,0.3333333333333333,True
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
One-half is equivalent to how many tenths?  How many?  Five tenths.  So what are you going to label this?  Five-tenths. What are you going to label your dot here?,teacher,29,4,,,0.0,النصف يعادل كم من العشرات؟ كم عدد؟ خمسة عشرات. اذا ماذا ستسمي هذا؟ خمسة عشرات. ماذا ستسمي نقطتك هنا؟,النصف يعادل كم من العشرات؟ كم عدد؟ خمسه عشرات. اذا ماذا ستسمي هذا؟ خمسه عشرات. ماذا ستسمي نقطتك هنا؟,19,0.10526315789473684,True
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
"Boys and girls, I have it up here, so that you can look to check yours.",teacher,16,0,,,0.0,الفتيان والفتيات، لديّها هنا، حتى تتمكنوا من التحقق من الخاصة بك.,الفتيان والفتيات، لديها هنا، حتي تتمكنوا من التحقق من الخاصه بك.,11,0.0,False
[Inaudible] is equivalent to [inaudible].,student,5,1,,,,[غير مسموع] يعادل [غير مسموع].,[غير مسموع] يعادل [غير مسموع].,5,0.0,False
"Oh, can you say it louder?",teacher,6,0,0.0,,0.0,هل يمكنك أن تقولها بصوت أعلى؟,هل يمكنك ان تقولها بصوت اعلي؟,6,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
"So Student A just said that if he goes down to the fourths, the eighths – which one did you say?",teacher,21,0,,,1.0,إذاً الطالب A قال للتو أنه إذا كان ينزل إلى الرابعة والثامنة أي واحد قلت؟,اذا الطالب A قال للتو انه اذا كان ينزل الي الرابعه والثامنه اي واحد قلت؟,14,0.0,False
The eighths.,student,2,0,,,,الثمانية.,الثمانيه.,1,0.0,False
