text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic
"Okay, so we have been working with mostly these larger numbers, and so today we are going to aim to solve this final problem, 13 x 8.  How we’re going to do that is we’re going to work in clusters.  So clusters are a few sets of number equations that are related, but they’re not really related to each other.  Because is 3 x 8 related to 13 x 4?",teacher,70,1,,,1.0,حسناً، لقد كنا نعمل مع معظم هذه الأرقام الكبيرة، لذا اليوم سنستهدف حل هذه المشكلة النهائية، 13 × 8. كيف سنفعل ذلك؟ سنعمل في مجموعات. لذا فإن مجموعات هي مجموعات قليلة من المعادلات الرقمية التي مرتبطة، لكنها ليست مرتبطة ببعضها البعض. لأن 3 × 8 مرتبطة ب 13 × 4؟,حسنا، لقد كنا نعمل مع معظم هذه الارقام الكبيره، لذا اليوم سنستهدف حل هذه المشكله النهائيه، 13 × 8. كيف سنفعل ذلك؟ سنعمل في مجموعات. لذا فان مجموعات هي مجموعات قليله من المعادلات الرقميه التي مرتبطه، لكنها ليست مرتبطه ببعضها البعض. لان 3 × 8 مرتبطه ب 13 × 4؟,42,0.02,True
No.,student,1,0,,,,-كلا .,-كلا .,1,0.0,False
"Not really.  But both of these equations are related to our final problem.  You are going to be solving multiplication clusters after we do this activity.  So we’re going to do it together as a class with this example, then you’re going to go back to your seats or your groups, your partners, and you’re going to work together to solve your own sets, and then you’re going to make a poster.  So that’s the whole big picture.  And we’re going to figure out how to solve this equation. What’s 13 x 2, Student M?",teacher,95,4,,,0.0,ليس حقا. ولكن كل من هذه المعادلات ترتبط بمشكلةنا النهائية. سوف تقوم بحل مجموعات مضاعفة بعد أن نفعل هذا النشاط. لذلك سوف نفعل ذلك معا كصف مع هذا المثال، ثم سوف تعود إلى مقاعدك أو مجموعاتك، شركائك، وسوف تعمل معا لحل مجموعاتك الخاصة، ثم سوف تقوم بإنشاء ملصق. لذلك هذه هي الصورة الكبيرة. وسوف نفهم كيفية حل هذه المعادلة. ما هو 13 × 2، الطالب M؟,ليس حقا. ولكن كل من هذه المعادلات ترتبط بمشكلهنا النهائيه. سوف تقوم بحل مجموعات مضاعفه بعد ان نفعل هذا النشاط. لذلك سوف نفعل ذلك معا كصف مع هذا المثال، ثم سوف تعود الي مقاعدك او مجموعاتك، شركائك، وسوف تعمل معا لحل مجموعاتك الخاصه، ثم سوف تقوم بانشاء ملصق. لذلك هذه هي الصوره الكبيره. وسوف نفهم كيفيه حل هذه المعادله. ما هو 13 × 2، الطالب M؟,64,0.015151515151515152,True
26.,student,1,0,,,,26.,26.,0,0.0,False
13 x 4? Student K?,teacher,5,0,,,0.0,13 × 4؟ الطالب كيه؟,13 × 4؟ الطالب كيه؟,3,0.0,False
52.,student,1,0,,,,52,52,0,0.0,False
"3 x 8, Student K or A?",teacher,7,0,,,0.0,"3 × 8, الطالب K أو A؟","3 × 8, الطالب K او A؟",3,0.0,False
24.,student,1,0,,,,24.,24.,0,0.0,False
"What’s a way you could solve this in your head quickly? What’s one of the strategies we’ve been using, or you’ve used in third grade maybe? What could you do?",teacher,30,0,,,1.0,ما هي الطريقة التي يمكن أن تحل هذا في رأسك بسرعة؟ ما هي واحدة من الاستراتيجيات التي كنا نستخدمها، أو كنت قد استخدمتها في الصف الثالث ربما؟ ماذا يمكن أن تفعل؟,ما هي الطريقه التي يمكن ان تحل هذا في راسك بسرعه؟ ما هي واحده من الاستراتيجيات التي كنا نستخدمها، او كنت قد استخدمتها في الصف الثالث ربما؟ ماذا يمكن ان تفعل؟,31,0.0,False
Skip count.,student,2,0,,,,تخطي العد.,تخطي العد.,2,0.0,False
"That’s a great suggestion.  You could skip count.  So Student K or A, skip count in your head.",teacher,18,0,,,0.0,هذا اقتراح رائع يمكنك تخطي العد لذا الطالب K أو A، تخطي العد في رأسك,هذا اقتراح رائع يمكنك تخطي العد لذا الطالب K او A، تخطي العد في راسك,14,0.0,False
24.,student,1,0,,,,24.,24.,0,0.0,False
"24, good girl.  And then we have this one, 12 x 8.  Student F?",teacher,14,0,,,0.0,24، فتاة جيدة، ثم لدينا هذه، 12 × 8. الطالب F؟,24، فتاه جيده، ثم لدينا هذه، 12 × 8. الطالب F؟,8,0.0,False
98?,student,1,0,,,,98؟,98؟,1,0.0,False
