text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic
"So, on your desks you have the multiplication cluster problem that you worked on this weekend for homework, right? And we started this on Friday, I gave you a little introduction and we did Set A together, and you got to work on Set B, is that true, before we left class on Friday?",teacher,54,1,,,0.0,إذاً، على مكتبك لديك مشكلة مجموعة مضاعفة التي عملت عليها في عطلة نهاية الأسبوع لمهمات منزلية، صحيح؟ وبدأنا هذا يوم الجمعة، أعطيتكم مقدمة صغيرة و قمنا بتجميع مجموعة A، وجب عليك العمل على مجموعة B، هل هذا صحيح، قبل مغادرة الصف يوم الجمعة؟,اذا، علي مكتبك لديك مشكله مجموعه مضاعفه التي عملت عليها في عطله نهايه الاسبوع لمهمات منزليه، صحيح؟ وبدانا هذا يوم الجمعه، اعطيتكم مقدمه صغيره و قمنا بتجميع مجموعه A، وجب عليك العمل علي مجموعه B، هل هذا صحيح، قبل مغادره الصف يوم الجمعه؟,43,0.0,False
Yes.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
"Who can talk to us about what multiplication cluster problems are? What are they all about? What is the purpose of multiplication cluster problems? So when I look at each set, I see several problems, and then a final.  So I see like three or four problems and a final problem.  What’s the purpose of the cluster problems, Student C?",teacher,60,2,,,1.0,من يمكنه أن يتحدث إلينا عن ما هي مشاكل المجموعات المتضاعفة؟ ما هي جميعها؟ ما هو الغرض من مشاكل المجموعات المتضاعفة؟ لذلك عندما أنظر إلى كل مجموعة، أرى العديد من المشاكل، ثم نهائي. لذلك أرى مثل ثلاثة أو أربعة مشاكل ومشكلة نهائية. ما هو الغرض من مشاكل المجموعات، طالب C؟,من يمكنه ان يتحدث الينا عن ما هي مشاكل المجموعات المتضاعفه؟ ما هي جميعها؟ ما هو الغرض من مشاكل المجموعات المتضاعفه؟ لذلك عندما انظر الي كل مجموعه، اري العديد من المشاكل، ثم نهائي. لذلك اري مثل ثلاثه او اربعه مشاكل ومشكله نهائيه. ما هو الغرض من مشاكل المجموعات، طالب C؟,50,0.04,True
Maybe to help us learn the multiplication part of the [inaudible].,student,11,1,,0.0,,ربما لمساعدتنا على تعلم الجزء المضاعف من [غير السمعي].,ربما لمساعدتنا علي تعلم الجزء المضاعف من [غير السمعي].,9,0.0,False
"To help you to know the product of the final one? Can somebody add to what Student C said? So she thinks that they have something to do with the final multiplication problem in the list.  Student L, do you want to add to that?",teacher,45,4,1.0,,1.0,لتساعدك على معرفة نسبة المعدل النهائي؟ هل يمكن لأحد أن يضيف إلى ما قاله الطالب C؟ لذلك تعتقد أنها لها علاقة بمشكلة الضربة النهائية في القائمة. الطالب L، هل تريد أن تضيف إلى ذلك؟,لتساعدك علي معرفه نسبه المعدل النهائي؟ هل يمكن لاحد ان يضيف الي ما قاله الطالب C؟ لذلك تعتقد انها لها علاقه بمشكله الضربه النهائيه في القائمه. الطالب L، هل تريد ان تضيف الي ذلك؟,34,0.029411764705882353,True
[Inaudible] to help you with the [inaudible].,student,7,0,,,,[لا يسمع] لمساعدتك مع [لا يسمع].,[لا يسمع] لمساعدتك مع [لا يسمع].,6,0.0,False
"And did you find it to be helpful with [inaudible] over the weekend? So was there something from the list that you could choose to help you solve the final problem at the bottom? Raise your hand if you felt there were some helpful ones in the list.  Okay, so you’re getting kind of [inaudible] problem at the bottom of the list, and those related problems, those clusters, those clusters are there to help you break down your problem.   And in past experience, we had to create our own problems.  Right? We had to make arrays and break those large problems down on our own and be creative to think about how to do that.  But in this case, you don’t necessarily have to be as creative because they give us a list of problems to choose from.  So that was pretty helpful, wasn’t it? Okay. So we did Set A together, but I want to show you an example of something that you’ll be working on this morning.  You’re going to take these sets and take them a little bit further in a little bit of a project with a partner.  So here is my example.  I’ve chosen Set A, we already solved A together on Friday, so what you’re going to do is here’s your list of directions.  I’m going to give you and a partner a slip, and on the slip is one of the sets on your sheet.  The only one that’s not represented is A because I’m doing A for you, so I took A out of the possibilities.  So you might get Set B, C, all the way to F, if you don’t know which set you’re going to get.  That’s why I asked you to be prepared over the weekend to come in with them all finished.  You’re just going to add a little bit of work to that set, okay? So, with the set that I give you, you are going to solve each of the small [inaudible] problems in the picture, which you already have, if you did all your homework.  So all you have to do is rewrite them on a slip of paper.  So you solve all the smaller ones, okay? Then you’re going to decide upon one or two problems to use to help you solve the problem more challenging problem, one or two, okay? You might choose one and then have to add something to your own thinking.  Or they might be two in the list that will help you get right to the product of the final problem. I keep using the word product.  Can someone remind me what the word product means? Student E?",teacher,449,6,1.0,,0.0,وهل وجدت أنه مفيد مع [غير مسموع] خلال عطلة نهاية الأسبوع؟ وهل كان هناك شيء من القائمة التي كان بإمكانك اختيارها لمساعدتك في حل المشكلة النهائية في الجزء السفلي؟ ارفع يدك إذا شعرت أن هناك بعض المشكلة المفيدة في القائمة. حسنا، إذا كنت تحصل على نوع من المشكلة [غير مسموعة] في الجزء السفلي من القائمة، وهذه المشاكل ذات الصلة، تلك المجموعات، تلك المجموعات موجودة هناك لمساعدتك في حل مشكلتك. وفي تجربة سابقة، كان علينا إنشاء مشاكل خاصة بنا. صحيح؟ كان علينا أن نقوم باختيار الترتيبات ونقوم بحل تلك المشاكل بمفردنا وأن نكون إبداعيين للتفكير في كيفية القيام بذلك. ولكن في هذه الحالة، لا يجب أن تكون بالضرورة مثل المشاكل الإبداعية لأنهم يعطوننا قائمة من المشاكل للاختيار من بينها. لذلك كان ذلك ممتازًا جدًا، لذلك لم يكن ذلك كذلك؟ حسناً، إذاً ما فعلنا، ولكن يجب أن نستخدم مثالاًا واحدًا من مشاكل A                                                                                                                           ,وهل وجدت انه مفيد مع [غير مسموع] خلال عطله نهايه الاسبوع؟ وهل كان هناك شيء من القائمه التي كان بامكانك اختيارها لمساعدتك في حل المشكله النهائيه في الجزء السفلي؟ ارفع يدك اذا شعرت ان هناك بعض المشكله المفيده في القائمه. حسنا، اذا كنت تحصل علي نوع من المشكله [غير مسموعه] في الجزء السفلي من القائمه، وهذه المشاكل ذات الصله، تلك المجموعات، تلك المجموعات موجوده هناك لمساعدتك في حل مشكلتك. وفي تجربه سابقه، كان علينا انشاء مشاكل خاصه بنا. صحيح؟ كان علينا ان نقوم باختيار الترتيبات ونقوم بحل تلك المشاكل بمفردنا وان نكون ابداعيين للتفكير في كيفيه القيام بذلك. ولكن في هذه الحاله، لا يجب ان تكون بالضروره مثل المشاكل الابداعيه لانهم يعطوننا قائمه من المشاكل للاختيار من بينها. لذلك كان ذلك ممتازا جدا، لذلك لم يكن ذلك كذلك؟ حسنا، اذا ما فعلنا، ولكن يجب ان نستخدم مثالاا واحدا من مشاكل A,140,0.02127659574468085,True
The answer to the problem.,student,5,0,,,,الإجابة على المشكلة,الاجابه علي المشكله,3,0.0,False
"Yes, so the answer to a multiplication problem is called the product.  So solve each of the smaller problems, decide which ones will help you to find the answer of the large one.  Then, this is new.  You want to draw an open array that matches what you chose.  So whatever problems you chose to help you solve the final problem you’re going to draw an open array to help you visualize what this problem breaks down to look at, okay? What is an open array? Student N?",teacher,88,5,1.0,,0.0,نعم، لذلك فإن الجواب على مشكلة مضاعفة يسمى المنتج. لذلك حل كل من المشاكل الأصغر، وقرر أي من تلك التي سوف تساعدك على العثور على إجابة واحدة كبيرة. ثم، هذا هو جديد. تريد رسم صف مفتوح الذي يطابق ما اخترته. لذلك مهما كانت المشاكل التي اخترت لمساعدتك على حل المشكلة النهائية سوف ترسم صف مفتوح لمساعدتك على تصور ما هذه المشكلة تفشل للنظر في، حسنا؟ ما هو صف مفتوح؟ الطالب N؟,نعم، لذلك فان الجواب علي مشكله مضاعفه يسمي المنتج. لذلك حل كل من المشاكل الاصغر، وقرر اي من تلك التي سوف تساعدك علي العثور علي اجابه واحده كبيره. ثم، هذا هو جديد. تريد رسم صف مفتوح الذي يطابق ما اخترته. لذلك مهما كانت المشاكل التي اخترت لمساعدتك علي حل المشكله النهائيه سوف ترسم صف مفتوح لمساعدتك علي تصور ما هذه المشكله تفشل للنظر في، حسنا؟ ما هو صف مفتوح؟ الطالب N؟,71,0.028169014084507043,True
[Inaudible].,student,1,0,,,,[غير مسموع].,[غير مسموع].,2,0.0,False
