text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic
"Okay, good morning.",teacher,3,0,,,0.0,حسناً، صباح الخير,حسنا، صباح الخير,3,0.0,False
Good morning.,multiple students,2,0,,,,صباح الخير,صباح الخير,2,0.0,False
So we’re gonna get started on our multiplication today.  So we have two ultimate goals.   The first goal is to use the words “factor” and “multiple” correctly.  So we have our assessment on Friday.  We started the unit like this.  So who can raise their hand and identify what the factor is and what the multiple is?  And I’ll help everybody out. Student E?  Nice and loud.,teacher,67,4,,,0.0,لذلك سوف نبدأ في ضربنا اليوم. لذلك لدينا هدفين نهائيين. الهدف الأول هو استخدام الكلمات عنصر  و عدد  بشكل صحيح. لذلك لدينا تقييمنا يوم الجمعة. بدأنا الوحدة هكذا. لذلك من يمكنه رفع يده و تحديد ما هو العامل و ما هو المتعدد؟ وسوف أساعد الجميع. الطالب E؟ جيد وبشكل عال.,لذلك سوف نبدا في ضربنا اليوم. لذلك لدينا هدفين نهائيين. الهدف الاول هو استخدام الكلمات عنصر و عدد بشكل صحيح. لذلك لدينا تقييمنا يوم الجمعه. بدانا الوحده هكذا. لذلك من يمكنه رفع يده و تحديد ما هو العامل و ما هو المتعدد؟ وسوف اساعد الجميع. الطالب E؟ جيد وبشكل عال.,50,0.0,False
A factor is – a factor is the two numbers that should go into a product.,student,16,1,,0.0,,العامل هو  العامل هو الأرقام التي يجب أن تذهب إلى المنتج.,العامل هو العامل هو الارقام التي يجب ان تذهب الي المنتج.,11,0.0,False
"So, when I’m looking here, the factors are 47 and 3.  Okay? Yup.  And who can identify what a multiple is?  Student J?",teacher,23,2,1.0,,0.0,لذا، عندما أبحث هنا، العوامل هي 47 و 3. حسنا؟ نعم. ومن يستطيع تحديد ما هو مضاعف؟ الطالب J؟,لذا، عندما ابحث هنا، العوامل هي 47 و 3. حسنا؟ نعم. ومن يستطيع تحديد ما هو مضاعف؟ الطالب J؟,17,0.0,False
"A multiple is like skip counting.  If you skip counting by 8’s, it would 8, 16, and 24.",student,18,1,,1.0,,"مضاعف هو مثل تخطي العد. إذا تخطي العد بـ 8 s، سيكون 8, 16 و 24.","مضاعف هو مثل تخطي العد. اذا تخطي العد ب 8 s، سيكون 8, 16 و 24.",12,0.0,False
"So, if you’re skip counting by 8’s, it would be 8, 16, 24. Alright.  What is the major multiple we’ve been talking about during this unit of study that I want everybody to be able to find at all times?  Which multiple, the first?",teacher,44,3,1.0,,0.0,"إذاً، إذا كنت تخطي العد بـ 8 s، فسيكون 8, 16, 24. حسناً، ما هو المتعدد الرئيسي الذي كنا نتحدث عنه خلال هذه الوحدة من الدراسة والذي أريد أن يكون الجميع قادرين على العثور عليه في جميع الأوقات؟","اذا، اذا كنت تخطي العد ب 8 s، فسيكون 8, 16, 24. حسنا، ما هو المتعدد الرئيسي الذي كنا نتحدث عنه خلال هذه الوحده من الدراسه والذي اريد ان يكون الجميع قادرين علي العثور عليه في جميع الاوقات؟",34,0.0,False
No.,multiple students,1,0,,,,-كلا .,-كلا .,1,0.0,False
No.  Second?,teacher,2,0,,,0.0,كلا، ثانياً؟,كلا، ثانيا؟,2,0.0,False
No.,multiple students,1,0,,,,-كلا .,-كلا .,1,0.0,False
Which one?,teacher,2,0,,,0.0,أيّة؟,ايه؟,1,0.0,False
The tenth multiple.,student,3,2,,,,المضاعف العاشر,المضاعف العاشر,2,0.0,False
The tenth multiple.  So if you take a look at these strategies that we talked about yesterday – Student J?,teacher,20,2,,,0.0,المضاعف العاشر اذا نظرت الى هذه الاستراتيجيات التي تحدثنا عنها امس,المضاعف العاشر اذا نظرت الي هذه الاستراتيجيات التي تحدثنا عنها امس,11,0.0,False
[Inaudible].,student,1,0,,,,[غير مسموع].,[غير مسموع].,2,0.0,False
"I put up here the tenth multiple in pink.  So when we talked about breaking up numbers in other ways, one of you – I can’t remember who – you took 47 and you broke it up by finding the tenth multiple, the tenth multiple, the tenth multiple, the tenth multiple and then the seventh multiple. Okay?  And that’s one way to break up numbers.  So anytime you feel lost in multiplication, go into that number and picture the day we did multiple towers.  We were skip counting.   What’s the first multiple of 47?",teacher,94,14,,,0.0,لقد وضعت هنا المضاعف العاشر باللون الوردي. لذلك عندما تحدثنا عن تقسيم الأرقام بطرق أخرى، لا أستطيع أن أتذكر من منكم   أخذت 47 وتقسمتها عن طريق العثور على المضاعف العاشر، المضاعف العاشر، المضاعف العاشر، المضاعف العاشر، ثم المضاعف السابع. حسناً؟ وهذه طريقة واحدة لتقسيم الأرقام. لذا في كل مرة تشعر فيها بالخسارة في المضاعف، ادخل إلى هذا الرقم وتصور اليوم الذي قمنا بها بمعدات متعددة. كنا ننتهي من العد. ما هو المضاعف الأول من 47؟,لقد وضعت هنا المضاعف العاشر باللون الوردي. لذلك عندما تحدثنا عن تقسيم الارقام بطرق اخري، لا استطيع ان اتذكر من منكم اخذت 47 وتقسمتها عن طريق العثور علي المضاعف العاشر، المضاعف العاشر، المضاعف العاشر، المضاعف العاشر، ثم المضاعف السابع. حسنا؟ وهذه طريقه واحده لتقسيم الارقام. لذا في كل مره تشعر فيها بالخساره في المضاعف، ادخل الي هذا الرقم وتصور اليوم الذي قمنا بها بمعدات متعدده. كنا ننتهي من العد. ما هو المضاعف الاول من 47؟,74,0.0,False
47.,student,1,0,,,,47,47,0,0.0,False
What’s the next multiple?  Student [T]?,teacher,6,1,,,0.0,ما هو المتعدد التالي؟ الطالب [T]؟,ما هو المتعدد التالي؟ الطالب [T]؟,6,0.0,False
Like 94.,student,2,0,,,,مثل 94.,مثل 94.,1,0.0,False
94?  Does anyone agree with that?,teacher,6,0,,,1.0,94؟ هل يوافق أي شخص على ذلك؟,94؟ هل يوافق اي شخص علي ذلك؟,7,0.0,False
Yeah.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
How did you get 94?,teacher,5,0,,,1.0,كيف حصلت على 94؟,كيف حصلت علي 94؟,4,0.0,False
I don't know.,student,3,0,,,,أنا لا أعرف.,انا لا اعرف.,3,0.0,False
I see Student J trying to figure out if it is 94.  Do you agree?,teacher,15,0,,,1.0,أرى الطالب (جي) يحاول معرفة ما إذا كان 94.,اري الطالب (جي) يحاول معرفه ما اذا كان 94.,8,0.0,False
It is.,student,2,0,,,,إنه كذلك,انه كذلك,2,0.0,False
"Student [N], what do you think it is?",teacher,8,0,,,1.0,الطالب، ما الذي تعتقد أنه؟,الطالب، ما الذي تعتقد انه؟,5,0.0,False
150.,student,1,0,,,,150.,150.,0,0.0,False
"150?  Let me ask you this.  If we can find the tenth multiple, does it matter what the second multiple is?",teacher,21,3,,,1.0,150؟ اسمحوا لي أن أسألكم هذا، إذا استطعنا العثور على المضاعف العاشر، هل يهم ما هو المضاعف الثاني؟,150؟ اسمحوا لي ان اسالكم هذا، اذا استطعنا العثور علي المضاعف العاشر، هل يهم ما هو المضاعف الثاني؟,18,0.0,False
No.,multiple students,1,0,,,,-كلا .,-كلا .,1,0.0,False
"No.  And that’s why we do the tenth multiple.  Because when we have these larger numbers, it gets really tricky to skip count.  It’s easier when the multiples are multiples of 8. Can I hear you say your multiples of 8? to elevate and multiple by 8. Now, if we tried that for 47’s, we don’t have to do it because we wouldn’t be that good.  Okay? So we find the tenth multiple of 47; then that works for us.  Now here, are we finding the tenth multiple of 47?",teacher,90,10,,,0.0,لا. ولهذا السبب نقوم بالضربة العاشرة. لأنه عندما يكون لدينا هذه الأرقام الكبيرة، يصبح من الصعب جداً تخطي العد. فمن الأسهل عندما تكون الضربات ضربات من 8. هل يمكنني سماعك تقول ضرباتك من 8؟ لرفع وتضاعف ب 8. الآن، إذا حاولنا ذلك ل 47 s، نحن لا نحتاج إلى القيام بذلك لأننا لن نكون جيدين. حسناً؟ لذلك نجد ضربة العاشرة من 47، ثم هذا يعمل بالنسبة لنا. الآن هنا، هل نجد ضربة العاشرة من 47؟,لا. ولهذا السبب نقوم بالضربه العاشره. لانه عندما يكون لدينا هذه الارقام الكبيره، يصبح من الصعب جدا تخطي العد. فمن الاسهل عندما تكون الضربات ضربات من 8. هل يمكنني سماعك تقول ضرباتك من 8؟ لرفع وتضاعف ب 8. الان، اذا حاولنا ذلك ل 47 s، نحن لا نحتاج الي القيام بذلك لاننا لن نكون جيدين. حسنا؟ لذلك نجد ضربه العاشره من 47، ثم هذا يعمل بالنسبه لنا. الان هنا، هل نجد ضربه العاشره من 47؟,72,0.0,False
No.,student,1,0,,,,-كلا .,-كلا .,1,0.0,False
