text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic
"Okay, boys and girls.  We're gonna get started.  Today, we have our objective.  It's there.  Can you see it?",teacher,19,0,,,0.0,حسناً يا فتيان ونحن سنبدأ اليوم لدينا هدفنا هو هناك هل ترونه ؟,حسنا يا فتيان ونحن سنبدا اليوم لدينا هدفنا هو هناك هل ترونه ؟,13,0.0,False
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
"Given a set of fractional word problems the students will accurately solve the problems and explain how they know they're answer is correct.  Now we're gonna be talking about fraction.  Actually we've been talking about fractions.  You know a lot about fractions, don't you?",teacher,44,4,,,0.0,نظرا لمجموعة من مشاكل الكلمات الكسورية سوف يحل الطلاب المشاكل بدقة ويوضحون كيف يعرفون أن إجاباتهم صحيحة. الآن سوف نتحدث عن الكسور. في الواقع كنا نتحدث عن الكسور. تعرف الكثير عن الكسور، أليس كذلك؟,نظرا لمجموعه من مشاكل الكلمات الكسوريه سوف يحل الطلاب المشاكل بدقه ويوضحون كيف يعرفون ان اجاباتهم صحيحه. الان سوف نتحدث عن الكسور. في الواقع كنا نتحدث عن الكسور. تعرف الكثير عن الكسور، اليس كذلك؟,34,0.0,False
"Yes, Teacher, we do.",multiple students,4,0,,,,نعم يا أستاذ، نحن نريد ذلك,نعم يا استاذ، نحن نريد ذلك,6,0.0,False
This means that we're going to work together in order to solve a in your group.  After you're done we'll come back and we share.  All right?,teacher,27,0,,,0.0,هذا يعني أننا سنعمل سوياً من أجل حل مشكلة في مجموعتك وبعد أن تنتهي سنعود ونشارك,هذا يعني اننا سنعمل سويا من اجل حل مشكله في مجموعتك وبعد ان تنتهي سنعود ونشارك,16,0.0625,True
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
"Now the problem that we have is this one.  I hope that you can see the problem.  I'm gonna read it to you and you're gonna try to solve it together.  It says Miss H asked her students how they get to school each day.  She collected their answers and determined the following results.  Half of her students take the bus.  One-fifth of their parents.  Now that's the problem, right?",teacher,70,0,,,0.0,الآن المشكلة التي لدينا هي هذه. آمل أن تتمكن من رؤية المشكلة. سأقرأها لكم وسوف تحاولون حلها معا. تقول أن السيدة H سألت طلابها كيف يصلون إلى المدرسة كل يوم. جمعت إجاباتهم وقامت بتحديد النتائج التالية. نصف طلابها يأخذون الحافلة. واحد الخامس من والديهم. الآن هذه هي المشكلة، صحيح؟,الان المشكله التي لدينا هي هذه. امل ان تتمكن من رؤيه المشكله. ساقراها لكم وسوف تحاولون حلها معا. تقول ان السيده H سالت طلابها كيف يصلون الي المدرسه كل يوم. جمعت اجاباتهم وقامت بتحديد النتائج التاليه. نصف طلابها ياخذون الحافله. واحد الخامس من والديهم. الان هذه هي المشكله، صحيح؟,48,0.02040816326530612,True
Yes.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
That's the information that we have.  Now I'm gonna ask you this question.  What's the portion of the students that are going to take the bus?  It says they're – ?,teacher,31,0,,,0.0,هذه هي المعلومات التي لدينا الآن سأسألك سؤالاً ما هو الجزء من الطلاب الذين سيأخذون الحافلة؟,هذه هي المعلومات التي لدينا الان ساسالك سؤالا ما هو الجزء من الطلاب الذين سياخذون الحافله؟,16,0.0,False
One [Inaudible],student,2,0,,,,واحد [غير مسموع],واحد [غير مسموع],3,0.0,False
It says that they're going to take the bus.,teacher,9,0,,,0.0,يقولون أنهم سيأخذون الحافلة,يقولون انهم سياخذون الحافله,4,0.0,False
Half.,multiple students,1,0,,,,النصف.,النصف.,1,0.0,False
Half.  Right?  Half of the students.  And what's the portion that are going to walk?,teacher,15,0,,,0.0,نصف الطلاب و ما الجزء الذي سيذهبون به على الأقدام؟,نصف الطلاب و ما الجزء الذي سيذهبون به علي الاقدام؟,10,0.1,True
One-fifth.,student,1,0,,,,واحد الخامس,واحد الخامس,2,0.0,False
One-fifth.  And the rest.  Do you know the portion of the rest?,teacher,12,0,,,0.0,واحد الخامس والباقي هل تعرف جزء الباقي؟,واحد الخامس والباقي هل تعرف جزء الباقي؟,7,0.0,False
No.,student,1,0,,,,-كلا .,-كلا .,1,0.0,False
You don't know it yet.  Right?  You don't.  You have something to say?,teacher,13,0,,,0.0,أنت لا تعرف ذلك بعد، أليس كذلك؟ ليس لديك شيء لتقوله؟,انت لا تعرف ذلك بعد، اليس كذلك؟ ليس لديك شيء لتقوله؟,11,0.0,False
Yes.  I think – one half plus one-fifth will give you the answer.  It probably be the answer of the rest of her student [Inaudible].,student,25,0,,0.0,,نعم، أعتقد أن نصف زائد الخامس سيعطيك الإجابة ربما تكون إجابة بقية طلابها,نعم، اعتقد ان نصف زائد الخامس سيعطيك الاجابه ربما تكون اجابه بقيه طلابها,13,0.15384615384615385,True
"We'll see but let's go to the question first.  Now we have the question, right?  The question – the first question that we have there – can you read the question?  Can you read the question? question?  Question A.",teacher,39,0,0.0,,0.0,سنرى ولكن دعونا نذهب إلى السؤال أولا. الآن لدينا السؤال، صحيح؟ السؤال  السؤال الأول الذي لدينا هناك  هل يمكنك قراءة السؤال؟ هل يمكنك قراءة السؤال؟ السؤال؟ السؤال A.,سنري ولكن دعونا نذهب الي السؤال اولا. الان لدينا السؤال، صحيح؟ السؤال السؤال الاول الذي لدينا هناك هل يمكنك قراءه السؤال؟ هل يمكنك قراءه السؤال؟ السؤال؟ السؤال A.,27,0.0,False
What percent of the students take the bus?,student,8,1,,0.0,,كم بالمئة من الطلاب يأخذون الحافلة؟,كم بالمئه من الطلاب ياخذون الحافله؟,6,0.0,False
"What percent of the students take the bus.  Now let's think about that.  Now we know how to convert fraction into percents, don't we?",teacher,24,4,1.0,,0.0,كم في المئة من الطلاب يأخذون الحافلة. الآن دعونا نفكر في ذلك. الآن نحن نعرف كيفية تحويل الجزء إلى المئات، أليس كذلك؟,كم في المئه من الطلاب ياخذون الحافله. الان دعونا نفكر في ذلك. الان نحن نعرف كيفيه تحويل الجزء الي المئات، اليس كذلك؟,22,0.045454545454545456,True
Okay.,multiple students,1,0,,,,-حسناً,-حسنا,1,0.0,False
If you don't know we have it over here but I know that you know.  Now it says half of her students take the bus.  And now the question is what percent of the students take the bus.  Let me go to the girls and see.  Can you tell me what percent of –,teacher,54,2,,,0.0,إذا كنت لا تعرف لدينا هنا ولكن أنا أعرف أنك تعرف. الآن يقول نصف طلابها يأخذون الحافلة. والآن السؤال هو ما المئة من الطلاب يأخذون الحافلة. دعوني أذهب إلى الفتيات وأرى. هل يمكنك أن تخبرني ما المئة من ,اذا كنت لا تعرف لدينا هنا ولكن انا اعرف انك تعرف. الان يقول نصف طلابها ياخذون الحافله. والان السؤال هو ما المئه من الطلاب ياخذون الحافله. دعوني اذهب الي الفتيات واري. هل يمكنك ان تخبرني ما المئه من,38,0.02631578947368421,True
Fifty percent.,student,2,1,,,,خمسين في المئة,خمسين في المئه,3,0.0,False
Fifty percent.  Hmm.  Do you –,teacher,6,1,,,0.0,خمسين في المئة.,خمسين في المئه.,3,0.0,False
How do you get that?,student,5,0,,,,كيف حصلت على ذلك؟,كيف حصلت علي ذلك؟,4,0.0,False
Do you all agree though?  Do you all agree that's 50 percent?,teacher,12,1,0.0,,0.0,هل تتفقون جميعاً على ذلك؟ هل تتفقون جميعاً على أن هذا 50 في المئة؟,هل تتفقون جميعا علي ذلك؟ هل تتفقون جميعا علي ان هذا 50 في المئه؟,13,0.0,False
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
What about the boys?  Do you all agree?,teacher,8,0,,,1.0,ماذا عن الأولاد؟,ماذا عن الاولاد؟,3,0.0,False
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
And why do you think?  I'm gonna go back to you again.  Why do you think it's 50 percent?,teacher,19,1,,,1.0,ولماذا تعتقدين؟ سأعود إليك مرة أخرى. لماذا تعتقدين أنه 50 في المائة؟,ولماذا تعتقدين؟ ساعود اليك مره اخري. لماذا تعتقدين انه 50 في المائه؟,11,0.0,False
'Cause one-half comes to 50 percent.,student,6,1,,,,لأن النصف يصبح 50 في المئة,لان النصف يصبح 50 في المئه,5,0.0,False
Because one-half is?,teacher,3,0,1.0,,0.0,لأن النصف هو؟,لان النصف هو؟,3,0.0,False
Fifty-percent,multiple students,1,1,,,,خمسين في المئة,خمسين في المئه,3,0.0,False
The same as?,teacher,3,0,,,0.0,نفسها؟,نفسها؟,1,0.0,False
Fifty percent.,multiple students,2,1,,,,خمسين في المئة,خمسين في المئه,3,0.0,False
Fifty percent.  And are you sure about that?,teacher,8,1,,,0.0,خمسين في المئة هل أنت متأكد من ذلك؟,خمسين في المئه هل انت متاكد من ذلك؟,8,0.0,False
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
You sure?,teacher,2,0,,,0.0,-هل أنتِ متأكدة؟,-هل انت متاكده؟,3,0.0,False
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
You're sure?,teacher,2,0,,,0.0,-هل أنتِ متأكدة؟,-هل انت متاكده؟,3,0.0,False
Yes.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
Oh.  Sure or not sure.  Are you sure?,teacher,8,0,,,0.0,متأكدة أو غير متأكدة، هل أنت متأكد؟,متاكده او غير متاكده، هل انت متاكد؟,7,0.0,False
Yes.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
"Yes.  It's 50 percent, right.  Fifty percent is the same as half.  Any half is 50 percent.  Right?",teacher,18,3,,,0.0,نعم، إنها 50 في المئة، صحيح، 50 في المئة هي نفس النصف، أي نصف هو 50 في المئة، صحيح؟,نعم، انها 50 في المئه، صحيح، 50 في المئه هي نفس النصف، اي نصف هو 50 في المئه، صحيح؟,16,0.05263157894736842,True
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
Now that's an easy one to [go down].  Should I write it right here?,teacher,14,0,,,0.0,هذا سهل جداً، هل يجب أن أكتبها هنا؟,هذا سهل جدا، هل يجب ان اكتبها هنا؟,8,0.0,False
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
What percent of the students take the bus?,teacher,8,1,,,0.0,كم بالمئة من الطلاب يأخذون الحافلة؟,كم بالمئه من الطلاب ياخذون الحافله؟,6,0.0,False
Fifty percent.,multiple students,2,1,,,,خمسين في المئة,خمسين في المئه,3,0.0,False
Fifty percent.  Okay.  Fifty percent of the?,teacher,7,2,,,0.0,خمسين في المئة حسناً خمسين في المئة من,خمسين في المئه حسنا خمسين في المئه من,8,0.0,False
Students take the bus.,multiple students,4,0,,,,الطلاب يأخذون الحافلة.,الطلاب ياخذون الحافله.,3,0.0,False
"Students.  All right.  Now we have the second question.  Can you read that question, please?",teacher,15,0,,,0.0,الطلاب، حسناً، الآن لدينا السؤال الثاني، هل يمكنك قراءة هذا السؤال، من فضلك؟,الطلاب، حسنا، الان لدينا السؤال الثاني، هل يمكنك قراءه هذا السؤال، من فضلك؟,13,0.0,False
What percent of the students walk?,student,6,1,,,,كم في المئة من الطلاب يمشون؟,كم في المئه من الطلاب يمشون؟,6,0.0,False
"What percent?  Okay, sorry.",teacher,4,1,1.0,,0.0,ما النسبة المئوية؟,ما النسبه المئويه؟,3,0.0,False
Explain how you know that answer – your answer is correct.,student,11,0,,0.0,,أوضح كيف تعرف هذه الإجابة,اوضح كيف تعرف هذه الاجابه,5,0.0,False
"Now in this question we have more than one part, right?",teacher,11,0,0.0,,0.0,الآن في هذا السؤال لدينا أكثر من جزء واحد، أليس كذلك؟,الان في هذا السؤال لدينا اكثر من جزء واحد، اليس كذلك؟,11,0.0,False
Yes. Two.,multiple students,2,0,,,,نعم، اثنان,نعم، اثنان,2,0.5,True
"Two parts.  Now, don't forget when we are ready to answer the question we should answer the two – ?",teacher,20,0,,,0.0,الآن، لا تنسى عندما نكون مستعدين للإجابة على السؤال يجب علينا الإجابة على الإثنين,الان، لا تنسي عندما نكون مستعدين للاجابه علي السؤال يجب علينا الاجابه علي الاثنين,14,0.0,False
Parts of the question.,multiple students,4,0,,,,أجزاء من السؤال,اجزاء من السؤال,3,0.0,False
Parts of the question.  Now what's the first part of this question?  Let me see.  Let me go over here.  What's the first part?  Can you – ?,teacher,28,0,,,0.0,أجزاء من السؤال. الآن ما هو الجزء الأول من هذا السؤال؟ دعني أرى. دعني أذهب إلى هنا. ما هو الجزء الأول؟ هل يمكنك ؟,اجزاء من السؤال. الان ما هو الجزء الاول من هذا السؤال؟ دعني اري. دعني اذهب الي هنا. ما هو الجزء الاول؟ هل يمكنك ؟,24,0.0,False
What's the percent of the students that walked to school?,student,10,1,,0.0,,ما هو نسبة الطلاب الذين ذهبوا للمدرسة؟,ما هو نسبه الطلاب الذين ذهبوا للمدرسه؟,7,0.14285714285714285,True
"What's the percent of students that walk?  Now, let me see if you can't come up with the answer to that.  I'm going to – that kid over here.",teacher,29,1,1.0,,0.0,ما هو النسبة المئوية من الطلاب الذين يمشون؟ الآن، دعوني أرى إذا كنت لا يمكن أن تأتي مع الإجابة على ذلك. أنا ذاهب إلى  هذا الطفل هنا.,ما هو النسبه المئويه من الطلاب الذين يمشون؟ الان، دعوني اري اذا كنت لا يمكن ان تاتي مع الاجابه علي ذلك. انا ذاهب الي هذا الطفل هنا.,27,0.0,False
Twenty percent.,student,2,1,,,,عشرون في المئة,عشرون في المئه,3,0.3333333333333333,True
"Twenty?  Twenty percent you said.  One-fifth of her students walked.  He said 20 percent.  Boys, do you agree that it's 20 percent?",teacher,22,3,,,0.0,20؟ قلت 20 في المئة. واحد من الخامس من طلابها المشي. قال 20 في المئة.,20؟ قلت 20 في المئه. واحد من الخامس من طلابها المشي. قال 20 في المئه.,13,0.0,False
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
Do you agree?,teacher,3,0,,,0.0,أتوافقين؟,اتوافقين؟,1,0.0,False
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
"Okay.  I need to see the girls.  Girls, do you agree that it's 20?",teacher,14,0,,,0.0,حسناً، أحتاج لرؤية الفتيات هل توافقون أنه 20؟,حسنا، احتاج لرؤيه الفتيات هل توافقون انه 20؟,8,0.0,False
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
"Now, why do you think it's 20 percent?  Tell me.",teacher,10,1,,,1.0,الآن، لماذا تعتقد أنها 20 في المئة؟,الان، لماذا تعتقد انها 20 في المئه؟,6,0.0,False
Because one-fifth equal 20 percent.,student,5,1,,,,لأن واحد الخامس يساوي 20 في المئة.,لان واحد الخامس يساوي 20 في المئه.,6,0.14285714285714285,True
Because one-fifth is 20 percent.  Now he said 20 percent and all of you agreed that's 20 percent is what percent of the students that walk.  And I'm gonna write it here 20 percent.  But yet they are asking you to explain how you know that the answer is correct?  Remember our objective says that we got to explain our answer.  And he said – what did you say?  Can you repeat it?,teacher,73,5,1.0,,0.0,لأنه واحد الخامس هو 20 في المئة. الآن قال 20 في المئة و جميعكم اتفقوا على أن 20 في المئة هو ما في المئة من الطلاب الذين يمشون. وسأكتبه هنا 20 في المئة. ولكن لكنهم يطلبون منك أن تشرح كيف تعرف أن الإجابة صحيحة؟ تذكر هدفنا يقول أننا يجب أن تشرح الإجابة. وقال  ماذا قلت؟ هل يمكنك تكرار ذلك؟,لانه واحد الخامس هو 20 في المئه. الان قال 20 في المئه و جميعكم اتفقوا علي ان 20 في المئه هو ما في المئه من الطلاب الذين يمشون. وساكتبه هنا 20 في المئه. ولكن لكنهم يطلبون منك ان تشرح كيف تعرف ان الاجابه صحيحه؟ تذكر هدفنا يقول اننا يجب ان تشرح الاجابه. وقال ماذا قلت؟ هل يمكنك تكرار ذلك؟,55,0.01694915254237288,True
One-fifth equals 20 percent.,student,4,1,,,,الخامس يساوي 20 في المئة.,الخامس يساوي 20 في المئه.,4,0.2,True
"One-fifth is 20 percent.  Now how do you know that one-fifth is 20 percent?  Can you tell me?  How do you know that one- fifth is 20 percent?  How do you know that?  Can you help, Student J?",teacher,38,3,,,1.0,واحد الخامس هو 20 في المئة. الآن كيف تعرف أن واحد الخامس هو 20 في المئة؟ هل يمكنك أن تخبرني؟ كيف تعرف أن واحد الخامس هو 20 في المئة؟ كيف تعرف ذلك؟ هل يمكنك المساعدة، الطالب J؟,واحد الخامس هو 20 في المئه. الان كيف تعرف ان واحد الخامس هو 20 في المئه؟ هل يمكنك ان تخبرني؟ كيف تعرف ان واحد الخامس هو 20 في المئه؟ كيف تعرف ذلك؟ هل يمكنك المساعده، الطالب J؟,34,0.0,False
"You could write, I know that it's 20 percent because 20 percent is equal to –",student,16,2,,1.0,,يمكنك كتابة، أنا أعرف أنه 20 في المئة لأن 20 في المئة يساوي ,يمكنك كتابه، انا اعرف انه 20 في المئه لان 20 في المئه يساوي,11,0.07692307692307693,True
"Okay, go ahead.  Equal to what?",teacher,6,0,1.0,,1.0,حسناً، هيّا، يساوي ماذا؟,حسنا، هيا، يساوي ماذا؟,4,0.25,True
Like –,student,2,0,,,,مثل,مثل,1,0.0,False
Equals one-fifth.  Is that what you mean?,teacher,7,0,,,1.0,يساوي الخامس، هل هذا ما تقصدينه؟,يساوي الخامس، هل هذا ما تقصدينه؟,6,0.16666666666666666,True
Yeah.  One-fifth equals –,student,4,0,,,,نعم، واحد الخامس يساوي,نعم، واحد الخامس يساوي,4,0.25,True
Yeah.  But how do you know that one-fifth is 20 percent?  Can you help?,teacher,14,1,,,1.0,أجل، لكن كيف تعرف أن الخامس هو 20 في المئة؟,اجل، لكن كيف تعرف ان الخامس هو 20 في المئه؟,9,0.0,False
You could do it this way.  One-fifth of 50?,student,9,0,,0.0,,يمكنك أن تفعل ذلك بهذه الطريقة - خمس من 50؟,يمكنك ان تفعل ذلك بهذه الطريقه - خمس من 50؟,9,0.1,True
One-fifth of 50?  Why 50?  Why 50?,teacher,7,0,1.0,,1.0,خمس من 50 لماذا 50 لماذا 50؟,خمس من 50 لماذا 50 لماذا 50؟,5,0.14285714285714285,True
