text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic
"Okay.  Okay, good afternoon boys and girls.",teacher,7,0,,,0.0,حسناً، صباح الخير الفتيان والفتيات,حسنا، صباح الخير الفتيان والفتيات,5,0.0,False
Good after noon Mr. C.,multiple students,5,0,,,,جيد بعد الظهيرة سيد سي,جيد بعد الظهيره سيد سي,5,0.0,False
"All right.  Today for math basically what we are going to be doing today, okay, is we’re gonna be learning how to – this is the objectives.  So I want to you to look at the objective on the board.  I want to tell you – what do you understand?  What is the objectives going to be?  What do you understand?",teacher,61,0,0.0,,0.0,حسناً، اليوم في الرياضيات ما سنفعله اليوم، حسناً، هل سوف نتعلم كيفية -- هذه هي الأهداف. لذلك أريدكم أن تنظروا إلى الهدف على اللوحة. أريد أن أقول لكم -- ماذا تفهمون؟ ما هي الأهداف؟ ماذا تفهمون؟,حسنا، اليوم في الرياضيات ما سنفعله اليوم، حسنا، هل سوف نتعلم كيفيه -- هذه هي الاهداف. لذلك اريدكم ان تنظروا الي الهدف علي اللوحه. اريد ان اقول لكم -- ماذا تفهمون؟ ما هي الاهداف؟ ماذا تفهمون؟,34,0.0,False
The objective is going to be solving word problems.,student,9,0,,0.0,,الهدف سيكون حل مشاكل الكلمات.,الهدف سيكون حل مشاكل الكلمات.,5,0.2,True
"I know how to read.  Okay.  What do you think the objective is going to be in your own words?  I know how to read, believe me.  You’re not gonna believe this but I know how to read. All right.  Go ahead.",teacher,42,0,1.0,,0.0,أنا أعرف كيف أقرأ، صدقني، لن تصدق هذا، لكنني أعرف كيف أقرأ، حسناً، هيا.,انا اعرف كيف اقرا، صدقني، لن تصدق هذا، لكنني اعرف كيف اقرا، حسنا، هيا.,14,0.0,False
Math.,student,1,0,,,,الرياضيات,الرياضيات,1,0.0,False
Okay.  What else?  What is the objective going to be?  Yes?,teacher,11,0,,,0.0,حسناً، ماذا أيضاً، ما الهدف؟,حسنا، ماذا ايضا، ما الهدف؟,5,0.0,False
The objective is going to be like fractions –,student,9,1,,0.0,,الهدف سيكون مثل الكسور ,الهدف سيكون مثل الكسور,4,0.0,False
Not what you think.  Look at it.  Read it.  And tell me what do you understand because I understand.  I wrote it.  So I understand what’s there – okay.  Important to me is do you understand what this stands for?,teacher,40,0,0.0,,0.0,ليس ما تفكرين به. انظروا إليها. اقرأوها. و أخبروني ماذا تفهمون لأنني أفهم. لقد كتبتها. لذلك أفهم ما هو هناك  حسنا. المهم بالنسبة لي هو هل تفهمون ما هذا يمثل؟,ليس ما تفكرين به. انظروا اليها. اقراوها. و اخبروني ماذا تفهمون لانني افهم. لقد كتبتها. لذلك افهم ما هو هناك حسنا. المهم بالنسبه لي هو هل تفهمون ما هذا يمثل؟,30,0.0,False
Oh yeah.,student,2,0,,,,أوه، نعم.,اوه، نعم.,2,0.0,False
